Original_Text,Formatted_Date,Generated_Full_Response,Extracted_Key_Response,Category
finance report,11 August 2021,"11 August 2021 - finance report
This morning the market started in a positive mood, but soon the positive mood started to change to neutral, with some weakness starting to appear in the last hours of the session. The European indices did not move much, as all the indices were in the red, and the Spanish ones are among the worst.
The main market indices are showing a negative trend, the SMI lost 0.17%, the DAX lost 0.21%, and the CAC 40 lost 0.25%.
The most important economic news was the minutes of the last Federal Reserve meeting, which left little room for further easing measures, and confirmed a more cautious approach on interest rate hikes. The ECB announced it will not be introducing the PEPP bond-buying program in October as previously planned, but the new measures will only apply to the MGS, the second program, which already includes private sector bonds. This will be a significant step towards ending the crisis and allowing the economy to recover, but it","
This morning the market started in a positive mood, but soon the positive mood started to change to neutral, with some weakness starting to appear in the last hours of the session. The European indices did not move much, as all the indices were in the red, and the Spanish ones are among the worst.
The main market indices are showing a negative trend, the SMI lost 0.17%, the DAX lost 0.21%, and the CAC 40 lost 0.25%.
The most important economic news was the minutes of the last Federal Reserve meeting, which left little room for further easing measures, and confirmed a more cautious approach on interest rate hikes. The ECB announced it will not be introducing the PEPP bond-buying program in October as previously planned, but the new measures will only apply to the MGS, the second program, which already includes private sector bonds. This will be a significant step towards ending the crisis and allowing the economy to recover, but it",Economy
covid australian economy winners and losers,23 February 2021,"23 February 2021 - covid australian economy winners and losers
23 February 2021 - covid australian economy winners and losers
This is a guest post from the Centre for Independent Studies and our friend Michael Jensen who has written a couple of books on the economy and has been a contributor to the Centre for Independent Studies. You can read his latest book here.
When the Australian economy is doing well, the benefits are shared. Everyone wins. When the economy is struggling, the pain is concentrated. Everyone loses.
When the economy is doing well, everyone benefits
The Australian economy is doing well, with GDP up by around 5% since February 2020. This is not the time to cut taxes or slash government spending, when many households and businesses are still struggling, and the economy has a long way to go before it returns to normal.
But, the recovery has been shared. The benefits are spread across all sectors of the economy. The COVID-19 recession is not a one-sided fight between those who have and those who have not. The","

This is a guest post from the Centre for Independent Studies and our friend Michael Jensen who has written a couple of books on the economy and has been a contributor to the Centre for Independent Studies. You can read his latest book here.
When the Australian economy is doing well, the benefits are shared. Everyone wins. When the economy is struggling, the pain is concentrated. Everyone loses.
When the economy is doing well, everyone benefits
The Australian economy is doing well, with GDP up by around 5% since February 2020. This is not the time to cut taxes or slash government spending, when many households and businesses are still struggling, and the economy has a long way to go before it returns to normal.
But, the recovery has been shared. The benefits are spread across all sectors of the economy. The COVID-19 recession is not a one-sided fight between those who have and those who have not. The",Economy
australias gig economy and casual workforce in the,10 February 2021,"10 February 2021 - australias gig economy and casual workforce in the COVID-19 economy
The COVID-19 pandemic has presented challenges for Australians who have casual work arrangements. 
With many sectors temporarily closing or experiencing reduced workloads, casual employees may be more vulnerable to job loss.
According to ABS data, around 21% of workers were employed casually in the March 2020 quarter. And, almost 3 million casual workers are employed part-time. 
If you’re an Australian living with a casual worker and are looking for a way to help, you might be wondering how to support them.
This guide will cover what casual work is and what support is available to casual workers during COVID-19. 
What is casual work?
Casual work refers to a form of employment where the work is for a specified period of time, but is not regular. This is in contrast to full-time or part-time work, which are both regular forms of employment.
Casual workers are not entitled to annual leave, sick leave, or penalty rates for overtime or public holidays"," COVID-19 economy
The COVID-19 pandemic has presented challenges for Australians who have casual work arrangements. 
With many sectors temporarily closing or experiencing reduced workloads, casual employees may be more vulnerable to job loss.
According to ABS data, around 21% of workers were employed casually in the March 2020 quarter. And, almost 3 million casual workers are employed part-time. 
If you’re an Australian living with a casual worker and are looking for a way to help, you might be wondering how to support them.
This guide will cover what casual work is and what support is available to casual workers during COVID-19. 
What is casual work?
Casual work refers to a form of employment where the work is for a specified period of time, but is not regular. This is in contrast to full-time or part-time work, which are both regular forms of employment.
Casual workers are not entitled to annual leave, sick leave, or penalty rates for overtime or public holidays",Economy
asx down jobs figures new zealand gdp,18 March 2021,"18 March 2021 - asx down jobs figures new zealand gdp
The Australian share market is heading for a modest gain today after a strong performance from mining stocks yesterday.
The S&P/ASX 200 Index is up 0.9% at 7,030 while the All Ordinaries is up 1.1% at 7,210.
At 1200 AEST on Wednesday the SPI200 futures contract was trading 45 points higher at 7,030, indicating a higher opening for the benchmark index.
Australian shares ended Wednesday’s session higher, helped by gains from materials and energy stocks, while health care stocks were among the few to end lower. The S&P/ASX 200 index finished up 1.2 per cent or 80.2 points at 7,005.2, while the broader All Ordinaries Index rose 1.3 per cent or 88.6 points to 7,194.1.
On the ASX 24, the December share price index futures contract was ","
The Australian share market is heading for a modest gain today after a strong performance from mining stocks yesterday.
The S&P/ASX 200 Index is up 0.9% at 7,030 while the All Ordinaries is up 1.1% at 7,210.
At 1200 AEST on Wednesday the SPI200 futures contract was trading 45 points higher at 7,030, indicating a higher opening for the benchmark index.
Australian shares ended Wednesday’s session higher, helped by gains from materials and energy stocks, while health care stocks were among the few to end lower. The S&P/ASX 200 index finished up 1.2 per cent or 80.2 points at 7,005.2, while the broader All Ordinaries Index rose 1.3 per cent or 88.6 points to 7,194.1.
On the ASX 24, the December share price index futures contract was ",Economy
monday markets with steve johnson,08 February 2021,"08 February 2021 - monday markets with steve johnson
This week’s Monday Markets takes place from 8-10am at Tauranga’s Pyes Pa Farmers Market in the grounds of Bethlehem College.
Pyes Pa Farmers Market, on the corner of Fourth Ave and Rotoiti Road, Bethlehem, is a regular event every Monday in the school holidays and Tuesday and Thursday during term time. It takes place on the corner of Fourth Ave and Rotoiti Road in the grounds of Bethlehem College, from 8-10am.
The market has an eclectic mix of local growers, producers and artists who sell a range of local produce including honey, nuts, homemade breads, cheeses, jams, jellies, eggs, milk, plants, vegetables and seasonal fruits.
There’s also a great selection of clothing, art, craft, music and books.
For more information call (07) 571 2211 or email info@tauranga.net.nz.
Tauranga's first ever live-streamed Monday Markets from the comfort of home","
This week’s Monday Markets takes place from 8-10am at Tauranga’s Pyes Pa Farmers Market in the grounds of Bethlehem College.
Pyes Pa Farmers Market, on the corner of Fourth Ave and Rotoiti Road, Bethlehem, is a regular event every Monday in the school holidays and Tuesday and Thursday during term time. It takes place on the corner of Fourth Ave and Rotoiti Road in the grounds of Bethlehem College, from 8-10am.
The market has an eclectic mix of local growers, producers and artists who sell a range of local produce including honey, nuts, homemade breads, cheeses, jams, jellies, eggs, milk, plants, vegetables and seasonal fruits.
There’s also a great selection of clothing, art, craft, music and books.
For more information call (07) 571 2211 or email info@tauranga.net.nz.
Tauranga's first ever live-streamed Monday Markets from the comfort of home",Economy
how a surge in immigration could boost the economy,15 November 2021,"15 November 2021 - how a surge in immigration could boost the economy
How a surge in immigration could boost the economy
The UK is facing a skills shortage which, if left unresolved, could cost the economy as much as £80 billion by 2030. It’s a problem that businesses, particularly in the tech and life sciences sectors, are calling time on. With that in mind, the Government is now planning a big increase in migration, with around 100,000 skilled migrants expected to come to the UK in the next few years.
While the Government is set to approve visas for around 25,000 skilled workers in the first half of 2022, that’s only a fraction of the skilled workers needed in the UK. The problem is that a lack of skilled workers has led to 1.3 million job vacancies across the UK, and many employers can’t find people to fill them.
That’s why the Government is looking to solve the UK’s skills shortage with a rise in skilled immigration. To this end, it’s planning to raise the","
How a surge in immigration could boost the economy
The UK is facing a skills shortage which, if left unresolved, could cost the economy as much as £80 billion by 2030. It’s a problem that businesses, particularly in the tech and life sciences sectors, are calling time on. With that in mind, the Government is now planning a big increase in migration, with around 100,000 skilled migrants expected to come to the UK in the next few years.
While the Government is set to approve visas for around 25,000 skilled workers in the first half of 2022, that’s only a fraction of the skilled workers needed in the UK. The problem is that a lack of skilled workers has led to 1.3 million job vacancies across the UK, and many employers can’t find people to fill them.
That’s why the Government is looking to solve the UK’s skills shortage with a rise in skilled immigration. To this end, it’s planning to raise the",Economy
the us capitol was stormed and markets went up,08 January 2021,"08 January 2021 - the us capitol was stormed and markets went up.
I am a firm believer in the markets and have no problem if a company, a government or an individual makes a lot of money. It is called profit and that is the main motivation for the free market. However, I think we are entering a different world. For the first time ever, the free market might be at risk because of the covid crisis. And it might just be a matter of time before the free market collapses, as is the case in China, or the US.
So, in my humble opinion, it is best to go long-term and stay away from the short-term game.
It might sound weird, but I still think that the long-term view is the best view. In other words, even if I don't like the current market conditions, I think I am better off waiting for the market to come to its senses. Because it will.
In China, the market was also hit by the covid crisis, but then it started to grow rapidly and now we see",".
I am a firm believer in the markets and have no problem if a company, a government or an individual makes a lot of money. It is called profit and that is the main motivation for the free market. However, I think we are entering a different world. For the first time ever, the free market might be at risk because of the covid crisis. And it might just be a matter of time before the free market collapses, as is the case in China, or the US.
So, in my humble opinion, it is best to go long-term and stay away from the short-term game.
It might sound weird, but I still think that the long-term view is the best view. In other words, even if I don't like the current market conditions, I think I am better off waiting for the market to come to its senses. Because it will.
In China, the market was also hit by the covid crisis, but then it started to grow rapidly and now we see",Economy
darwin rental market covid demand surges past supply,15 February 2021,"15 February 2021 - darwin rental market covid demand surges past supply
Darwin rental market Covid demand surges past supply
Darwin rental market Covid demand surges past supply, Rental review
Renters in Darwin are finding it difficult to secure a property in the city’s rental market, due to a spike in demand from renters seeking a safe place to live amid the COVID-19 pandemic. Darwin real estate agent, Anthony Zucca, of Citywide Real Estate, says there has been a spike in interest in the rental market in recent weeks, with a shortage of suitable rental properties to meet the demand. “I’ve been receiving multiple applications for the same properties in the last few weeks,” Mr Zucca says. “The market has been flooded with renters seeking rental properties in Darwin. “We have had a massive spike in the rental market because of the virus and people being in isolation and needing to find a rental property to isolate in.”
Demand for rental properties in Darwin has been soaring amid the COVID-19 pandemic.
Demand for rental properties in Darwin","
Darwin rental market Covid demand surges past supply
Darwin rental market Covid demand surges past supply, Rental review
Renters in Darwin are finding it difficult to secure a property in the city’s rental market, due to a spike in demand from renters seeking a safe place to live amid the COVID-19 pandemic. Darwin real estate agent, Anthony Zucca, of Citywide Real Estate, says there has been a spike in interest in the rental market in recent weeks, with a shortage of suitable rental properties to meet the demand. “I’ve been receiving multiple applications for the same properties in the last few weeks,” Mr Zucca says. “The market has been flooded with renters seeking rental properties in Darwin. “We have had a massive spike in the rental market because of the virus and people being in isolation and needing to find a rental property to isolate in.”
Demand for rental properties in Darwin has been soaring amid the COVID-19 pandemic.
Demand for rental properties in Darwin",Economy
former finance minister mathias cormann named oecd chief,13 March 2021,"13 March 2021 - former finance minister mathias cormann named oecd chief economist
Mathias Cormann has been appointed as the Organisation for Economic Co-operation and Development (OECD) chief economist, succeeding Andreas Freytag.
Mr Cormann, who served as Australia’s minister for finance and for the public service from 2016 to 2020, will assume the role on 1 June, subject to ratification.
In a statement announcing the appointment, OECD said the secretary general of the international organisation, Angel Gurria, had decided to appoint Mr Cormann as chief economist for a three-year period “with a view to continuing the success and renewal of the OECD’s Economic Outlook and of the other analytical and policy-oriented activities of the economics department”.
Mr Cormann said the OECD had been instrumental in advancing Australia’s economic reform agenda in the past 25 years, including “through its role as the co-ordinator of the annual meetings of the major advanced and emerging economies, where Australia is a key player and permanent invitee”.
“Following my time in the minister"," economist
Mathias Cormann has been appointed as the Organisation for Economic Co-operation and Development (OECD) chief economist, succeeding Andreas Freytag.
Mr Cormann, who served as Australia’s minister for finance and for the public service from 2016 to 2020, will assume the role on 1 June, subject to ratification.
In a statement announcing the appointment, OECD said the secretary general of the international organisation, Angel Gurria, had decided to appoint Mr Cormann as chief economist for a three-year period “with a view to continuing the success and renewal of the OECD’s Economic Outlook and of the other analytical and policy-oriented activities of the economics department”.
Mr Cormann said the OECD had been instrumental in advancing Australia’s economic reform agenda in the past 25 years, including “through its role as the co-ordinator of the annual meetings of the major advanced and emerging economies, where Australia is a key player and permanent invitee”.
“Following my time in the minister",Economy
tuesday markets with daniel ziffer,13 April 2021,"13 April 2021 - tuesday markets with daniel ziffer
The Dutch are famous for their love of flowers. You'll find tulips, daffodils, hyacinths and so much more on sale at any market. We're lucky enough to have 2 markets a week, one on the Wednesday, another on the Tuesday, at the same time. So you can visit 2 days a week if you want to, but there is no reason not to visit them both. Both markets are held in the square of our town, Gouda.
The first thing to mention is that the Tuesday market is not the ""normal"" market, it is a farmers market, and as such it is a smaller market than the usual one, which is held on a Wednesday.
So on the Tuesday morning there will be a variety of small stands with different things to buy, as opposed to the regular market, where the stalls are much bigger, and you'll find all kinds of stuff on sale.
One of the things to be found at the Tuesday","
The Dutch are famous for their love of flowers. You'll find tulips, daffodils, hyacinths and so much more on sale at any market. We're lucky enough to have 2 markets a week, one on the Wednesday, another on the Tuesday, at the same time. So you can visit 2 days a week if you want to, but there is no reason not to visit them both. Both markets are held in the square of our town, Gouda.
The first thing to mention is that the Tuesday market is not the ""normal"" market, it is a farmers market, and as such it is a smaller market than the usual one, which is held on a Wednesday.
So on the Tuesday morning there will be a variety of small stands with different things to buy, as opposed to the regular market, where the stalls are much bigger, and you'll find all kinds of stuff on sale.
One of the things to be found at the Tuesday",Economy
one year on from the covid 19 crash are markets,23 March 2021,"23 March 2021 - one year on from the covid 19 crash are markets ready for the rebound? what are the next steps in the recovery? are there any lessons to be learnt from 2008?
In 2008 the market dropped 57% over the 12 months from the high to the low. Over the last 12 months from the market high to now the S&P500 has dropped 16% with the tech heavy NASDAQ dropping 14%.
The main reason for the different outcomes was a significant difference in central bank action, and how that action was interpreted. 2008 saw a series of announcements from the US Federal Reserve and other central banks around the world that the market was not going to be allowed to freefall, and that central banks would use every lever at their disposal to support financial markets and the economy. While some may question whether the central bank’s response was appropriate or effective, the fact remains that in 2008 the markets were not allowed to fall through the floor. In contrast, the covid 19 crash saw the Fed announce"," ready for the rebound? what are the next steps in the recovery? are there any lessons to be learnt from 2008?
In 2008 the market dropped 57% over the 12 months from the high to the low. Over the last 12 months from the market high to now the S&P500 has dropped 16% with the tech heavy NASDAQ dropping 14%.
The main reason for the different outcomes was a significant difference in central bank action, and how that action was interpreted. 2008 saw a series of announcements from the US Federal Reserve and other central banks around the world that the market was not going to be allowed to freefall, and that central banks would use every lever at their disposal to support financial markets and the economy. While some may question whether the central bank’s response was appropriate or effective, the fact remains that in 2008 the markets were not allowed to fall through the floor. In contrast, the covid 19 crash saw the Fed announce",Economy
global inflation fears fuel bets interest rates,21 October 2021,"21 October 2021 - global inflation fears fuel bets interest rates will rise soon
US Federal Reserve Chair Jerome Powell (File Photo)
Investors were on the lookout for central bank policy makers' comments on Thursday as signs of a global inflation surge fuelled bets interest rates will rise soon.
Investors will be looking to Federal Reserve Chair Jerome Powell's testimony to Congress for any hints about the pace of any planned interest rate hikes.
A Bloomberg poll of 49 economists suggested the central bank will lift rates by 75 basis points at its December 14-15 meeting. The poll showed an increase of 50 bps in the March meeting.
European Central Bank President Christine Lagarde is due to give a press conference on Thursday after a policy meeting and investors will also be keen on comments from Bank of England Governor Andrew Bailey.
The Bank of Japan and the Reserve Bank of Australia will be announcing their latest interest rates and the US Federal Open Market Committee will meet next week.
A survey of 54 economists in a Reuters poll this week showed the European Central Bank will likely"," will rise soon
US Federal Reserve Chair Jerome Powell (File Photo)
Investors were on the lookout for central bank policy makers' comments on Thursday as signs of a global inflation surge fuelled bets interest rates will rise soon.
Investors will be looking to Federal Reserve Chair Jerome Powell's testimony to Congress for any hints about the pace of any planned interest rate hikes.
A Bloomberg poll of 49 economists suggested the central bank will lift rates by 75 basis points at its December 14-15 meeting. The poll showed an increase of 50 bps in the March meeting.
European Central Bank President Christine Lagarde is due to give a press conference on Thursday after a policy meeting and investors will also be keen on comments from Bank of England Governor Andrew Bailey.
The Bank of Japan and the Reserve Bank of Australia will be announcing their latest interest rates and the US Federal Open Market Committee will meet next week.
A survey of 54 economists in a Reuters poll this week showed the European Central Bank will likely",Economy
the economy is back on the governments agenda,11 November 2021,"11 November 2021 - the economy is back on the governments agenda
The Prime Minister’s spokesman said the economy is on the agenda in the discussions at COP26 in Glasgow. According to the spokesman, discussions were held at the summit regarding the economic situation and the measures needed to prevent the world economy from further economic losses caused by the coronavirus pandemic.
The spokesman also stated that the Prime Minister wants to ensure that a solution will be found to the problem of the debt of the developing countries.
The United Kingdom intends to play a role in international financial assistance. It has agreed to allocate additional money for this.
A new government in Bulgaria
Prime Minister Kiril Petkov, who was sworn in on Monday, will start working on Wednesday, but there will be no government for a long time.
The current parliamentary composition will decide whether the new government can be formed. The Bulgarian President, who on Monday signed the resignation of the previous cabinet, has to nominate candidates for prime minister, ministers and state secretaries. This can be done within 14 days.
The Bulgarian Prime Minister","
The Prime Minister’s spokesman said the economy is on the agenda in the discussions at COP26 in Glasgow. According to the spokesman, discussions were held at the summit regarding the economic situation and the measures needed to prevent the world economy from further economic losses caused by the coronavirus pandemic.
The spokesman also stated that the Prime Minister wants to ensure that a solution will be found to the problem of the debt of the developing countries.
The United Kingdom intends to play a role in international financial assistance. It has agreed to allocate additional money for this.
A new government in Bulgaria
Prime Minister Kiril Petkov, who was sworn in on Monday, will start working on Wednesday, but there will be no government for a long time.
The current parliamentary composition will decide whether the new government can be formed. The Bulgarian President, who on Monday signed the resignation of the previous cabinet, has to nominate candidates for prime minister, ministers and state secretaries. This can be done within 14 days.
The Bulgarian Prime Minister",Economy
high cattle prices spark concern market is overcooked,09 January 2021,"09 January 2021 - high cattle prices spark concern market is overcooked
Australia’s beef trade has taken another major step towards recovery this year, with beef prices setting new records and Australia once again looking to the US and Canada to provide the bulk of demand as the world markets look to rebuild post pandemic.
Beef exports in December set a new record for the month, with exports 31% higher than the previous year, and 2020 overall beef exports are expected to be up around 20% from 2019.
The record month was led by an unprecedented 45% jump in the US, with a further 26% lift in Canada. Exports to Japan were down on the record year, with China and South Korea the main beneficiaries of that market. In December the US and Canada also recorded the highest cattle prices in their respective history.
However, the high cattle prices and strong export market are sparking concerns that the market may be overcooked. The high prices are driving the cost of production up for all operators, but particularly smaller ones, and with","
Australia’s beef trade has taken another major step towards recovery this year, with beef prices setting new records and Australia once again looking to the US and Canada to provide the bulk of demand as the world markets look to rebuild post pandemic.
Beef exports in December set a new record for the month, with exports 31% higher than the previous year, and 2020 overall beef exports are expected to be up around 20% from 2019.
The record month was led by an unprecedented 45% jump in the US, with a further 26% lift in Canada. Exports to Japan were down on the record year, with China and South Korea the main beneficiaries of that market. In December the US and Canada also recorded the highest cattle prices in their respective history.
However, the high cattle prices and strong export market are sparking concerns that the market may be overcooked. The high prices are driving the cost of production up for all operators, but particularly smaller ones, and with",Economy
parenting babies money budgeting finance families,15 January 2021,"15 January 2021 - parenting babies money budgeting finance families financial tips family family life children financial planner wealth planning
A lot has changed for families over the past few months and we’re seeing a new wave of parents becoming first-time financial planners. But it can be tough. From making sure they’ve got enough money for their baby’s needs to planning ahead for their child’s college education, it’s not easy for parents to know where to start.
To help, we’ve compiled some of the most common financial concerns that first-time parents have and the best way to overcome them.
The best way to get started is by sitting down and making a list of everything you’ll need. What will you need to buy? How much will each item cost? And what about those nappies, wipes and baby food? How many of each do you need? Is there a formula you’ll need to feed your baby? Do you have to buy a special bed for them? And how much will it all cost?
Once you’ve worked out a budget, create a"," financial tips family family life children financial planner wealth planning
A lot has changed for families over the past few months and we’re seeing a new wave of parents becoming first-time financial planners. But it can be tough. From making sure they’ve got enough money for their baby’s needs to planning ahead for their child’s college education, it’s not easy for parents to know where to start.
To help, we’ve compiled some of the most common financial concerns that first-time parents have and the best way to overcome them.
The best way to get started is by sitting down and making a list of everything you’ll need. What will you need to buy? How much will each item cost? And what about those nappies, wipes and baby food? How many of each do you need? Is there a formula you’ll need to feed your baby? Do you have to buy a special bed for them? And how much will it all cost?
Once you’ve worked out a budget, create a",Economy
bomb blast at baghdad market kills at least 20,20 July 2021,"20 July 2021 - bomb blast at baghdad market kills at least 20 people
18 July 2021 - 6,200 people rescued after floods hit eastern europe
15 July 2021 - 13 killed in car bomb attack in north korea
15 July 2021 - 8 dead after train derailment in italy
15 July 2021 - 1 dead, 9 injured in shooting at church in usa
14 July 2021 - 3 dead, 2 missing after boat capsizes in canada
14 July 2021 - 1 dead, 2 injured in knife attack in sweden
13 July 2021 - 7 dead, 9 injured in stabbing attack in italy
13 July 2021 - 10 people dead after shooting at supermarket in usa
12 July 2021 - 3 dead after explosion at factory in pakistan
12 July 2021 - 10 dead, 3 injured in train collision in canada
12 July 2021 - 10 dead, 10 injured"," people
18 July 2021 - 6,200 people rescued after floods hit eastern europe
15 July 2021 - 13 killed in car bomb attack in north korea
15 July 2021 - 8 dead after train derailment in italy
15 July 2021 - 1 dead, 9 injured in shooting at church in usa
14 July 2021 - 3 dead, 2 missing after boat capsizes in canada
14 July 2021 - 1 dead, 2 injured in knife attack in sweden
13 July 2021 - 7 dead, 9 injured in stabbing attack in italy
13 July 2021 - 10 people dead after shooting at supermarket in usa
12 July 2021 - 3 dead after explosion at factory in pakistan
12 July 2021 - 10 dead, 3 injured in train collision in canada
12 July 2021 - 10 dead, 10 injured",Economy
global strategist looks at chinas changing property market,21 September 2021,"21 September 2021 - global strategist looks at chinas changing property market
A global strategist at Credit Suisse looks at China's changing property market, the implications for real estate and the outlook for the country's growth over the coming months.","
A global strategist at Credit Suisse looks at China's changing property market, the implications for real estate and the outlook for the country's growth over the coming months.",Economy
asx markets 5 january 2021 covid us australia,05 January 2021,"05 January 2021 - asx markets 5 january 2021 covid us australia news
SYDNEY (Reuters) – Asian stock markets fell in cautious trading on Monday as a surge in COVID-19 cases across the United States fuelled speculation the economy would shrink again in the first quarter and the Federal Reserve would be unlikely to ease policy any time soon.
Investors were bracing for a mixed U.S. session after the minutes of the Federal Reserve’s last policy meeting in November revealed that policymakers were divided on how fast to start cutting back on bond purchases to unwind its massive monetary stimulus.
Wall Street stocks opened lower, with Nasdaq futures down 0.15% and S&P 500 futures down 0.14%. The Dow futures were also lower by 0.1%.
“Markets have priced in the Fed easing off in the first quarter, and now this new spike in cases raises the possibility that they will do that later this year,” said Stephen Innes, chief global markets strategist at Axi.
“Given that the current inflationary data is not"," news
SYDNEY (Reuters) – Asian stock markets fell in cautious trading on Monday as a surge in COVID-19 cases across the United States fuelled speculation the economy would shrink again in the first quarter and the Federal Reserve would be unlikely to ease policy any time soon.
Investors were bracing for a mixed U.S. session after the minutes of the Federal Reserve’s last policy meeting in November revealed that policymakers were divided on how fast to start cutting back on bond purchases to unwind its massive monetary stimulus.
Wall Street stocks opened lower, with Nasdaq futures down 0.15% and S&P 500 futures down 0.14%. The Dow futures were also lower by 0.1%.
“Markets have priced in the Fed easing off in the first quarter, and now this new spike in cases raises the possibility that they will do that later this year,” said Stephen Innes, chief global markets strategist at Axi.
“Given that the current inflationary data is not",Economy
the moment explosions erupted in the crowded market in baghdad,22 January 2021,"22 January 2021 - the moment explosions erupted in the crowded market in baghdad, leaving dozens of people injured, a huge number of questions and uncertainty emerged, and we can't say whether these explosions were the result of a terrorist act or not
1) the ministry of health in iraq stated that 13 people died in these explosions, 20 were injured, and that 50 other people were wounded
2) the official spokesman of the Iraqi government Fahmi Al-Sudani said in a statement that these explosions were the result of a terrorist act
3) the ministry of interior of the government of iraq stated that a terrorist bombing occurred in the green zone, which was an explosion that killed 13 people, injured 20 people, and 50 others were wounded
4) the spokesman of the Iraqi parliament stated that a bombing was committed by the IS terrorist organization, the parliament building was not harmed
5) the commander of the Iraqi air force, General Abbas Al-Douri, stated that the government has no intelligence reports about the explosion in the capital,",", leaving dozens of people injured, a huge number of questions and uncertainty emerged, and we can't say whether these explosions were the result of a terrorist act or not
1) the ministry of health in iraq stated that 13 people died in these explosions, 20 were injured, and that 50 other people were wounded
2) the official spokesman of the Iraqi government Fahmi Al-Sudani said in a statement that these explosions were the result of a terrorist act
3) the ministry of interior of the government of iraq stated that a terrorist bombing occurred in the green zone, which was an explosion that killed 13 people, injured 20 people, and 50 others were wounded
4) the spokesman of the Iraqi parliament stated that a bombing was committed by the IS terrorist organization, the parliament building was not harmed
5) the commander of the Iraqi air force, General Abbas Al-Douri, stated that the government has no intelligence reports about the explosion in the capital,",Economy
gold coast rental market overwhelms crisis accommodation,12 February 2021,"12 February 2021 - gold coast rental market overwhelms crisis accommodation
In a bid to tackle a growing homelessness crisis, the state government has called for applications from charities and other not-for-profit groups to house rough sleepers at a new facility in the Gold Coast.
It’s a move to house 60 rough sleepers as the government tries to alleviate a surge in rough sleeping cases.
The 25-bed emergency accommodation will be opened for three months.
However, with no vacancies on offer and the state government facing its worst housing affordability crisis on record, a local landlord is urging the government to allow the market to help solve the problem.
“I think the government should focus more on letting the market solve the issue rather than getting caught up in the bureaucracy and not knowing where to start,” says Craig Bickerton, a long-term Gold Coast landlord who’s currently looking to buy a 20-unit apartment complex in Surfers Paradise.
He says while there’s a shortage of accommodation on the Gold Coast, the housing stock is there for those willing to work with investors.
“We","
In a bid to tackle a growing homelessness crisis, the state government has called for applications from charities and other not-for-profit groups to house rough sleepers at a new facility in the Gold Coast.
It’s a move to house 60 rough sleepers as the government tries to alleviate a surge in rough sleeping cases.
The 25-bed emergency accommodation will be opened for three months.
However, with no vacancies on offer and the state government facing its worst housing affordability crisis on record, a local landlord is urging the government to allow the market to help solve the problem.
“I think the government should focus more on letting the market solve the issue rather than getting caught up in the bureaucracy and not knowing where to start,” says Craig Bickerton, a long-term Gold Coast landlord who’s currently looking to buy a 20-unit apartment complex in Surfers Paradise.
He says while there’s a shortage of accommodation on the Gold Coast, the housing stock is there for those willing to work with investors.
“We",Economy
going for gas: unlocking the east coast gas market,14 March 2021,"14 March 2021 - going for gas: unlocking the east coast gas market
Natural gas has long been considered the fuel of the future in many parts of the world, and in recent years the focus has shifted to the UK. Natural gas has been dubbed “the clean fuel” and with growing concerns over climate change it is becoming increasingly clear that we must reduce our carbon footprint.
We have previously explored the growing role of hydrogen in the energy market, and how the industry is working towards a more sustainable future. However, another important element to the future of the energy market is natural gas.
Natural gas is one of the world’s most abundant and versatile sources of energy, making it an important component of the global energy mix. It is considered a “transition fuel” as it can be used to replace dirty fuels such as coal and oil and reduce carbon emissions in the process. It is also a clean fuel, as it produces far fewer emissions when burned than other fossil fuels.
Natural gas has long been considered a cleaner, more environmentally friendly option for domestic and industrial uses. In","
Natural gas has long been considered the fuel of the future in many parts of the world, and in recent years the focus has shifted to the UK. Natural gas has been dubbed “the clean fuel” and with growing concerns over climate change it is becoming increasingly clear that we must reduce our carbon footprint.
We have previously explored the growing role of hydrogen in the energy market, and how the industry is working towards a more sustainable future. However, another important element to the future of the energy market is natural gas.
Natural gas is one of the world’s most abundant and versatile sources of energy, making it an important component of the global energy mix. It is considered a “transition fuel” as it can be used to replace dirty fuels such as coal and oil and reduce carbon emissions in the process. It is also a clean fuel, as it produces far fewer emissions when burned than other fossil fuels.
Natural gas has long been considered a cleaner, more environmentally friendly option for domestic and industrial uses. In",Economy
