Original_Text,Formatted_Date,Generated_Full_Response,Extracted_Key_Response,Category
wa election opposition leader zak kirkup to quit lose dawesville,10 March 2021,"10 March 2021 - wa election opposition leader zak kirkup to quit lose dawesville by-election
Opposition Leader Zak Kirkup to Quit Dawsonville by-Election
WA Election Opposition leader Zak Kirkup to quit Dawesville by-election
Opposition leader Zak Kirkup says he will quit the seat of Dawesville to contest the State election on March 13."," by-election
Opposition Leader Zak Kirkup to Quit Dawsonville by-Election
WA Election Opposition leader Zak Kirkup to quit Dawesville by-election
Opposition leader Zak Kirkup says he will quit the seat of Dawesville to contest the State election on March 13.",Politics
tensions rise as state government pressured to,23 August 2021,"23 August 2021 - tensions rise as state government pressured to extend lockdown
23 August 2021 - Victoria's second wave of coronavirus is getting worse
23 August 2021 - Coronavirus outbreak threatens to undermine economic recovery
24 August 2021 - Coronavirus: Australia's second wave gets worse
25 August 2021 - COVID-19 crisis deepens in New South Wales
26 August 2021 - Victoria's second wave of coronavirus is getting worse
26 August 2021 - Coronavirus outbreak threatens to undermine economic recovery
27 August 2021 - COVID-19 crisis deepens in New South Wales
28 August 2021 - Victoria's second wave of coronavirus is getting worse
28 August 2021 - Coronavirus outbreak threatens to undermine economic recovery
29 August 2021 - COVID-19 crisis deepens in New South Wales
30 August 2021 - Coronavirus outbreak threatens to undermine economic recovery
30 August 2021 - COVID-19 crisis deepens in New South Wales
31 August 2021 - Victoria's second wave"," extend lockdown
23 August 2021 - Victoria's second wave of coronavirus is getting worse
23 August 2021 - Coronavirus outbreak threatens to undermine economic recovery
24 August 2021 - Coronavirus: Australia's second wave gets worse
25 August 2021 - COVID-19 crisis deepens in New South Wales
26 August 2021 - Victoria's second wave of coronavirus is getting worse
26 August 2021 - Coronavirus outbreak threatens to undermine economic recovery
27 August 2021 - COVID-19 crisis deepens in New South Wales
28 August 2021 - Victoria's second wave of coronavirus is getting worse
28 August 2021 - Coronavirus outbreak threatens to undermine economic recovery
29 August 2021 - COVID-19 crisis deepens in New South Wales
30 August 2021 - Coronavirus outbreak threatens to undermine economic recovery
30 August 2021 - COVID-19 crisis deepens in New South Wales
31 August 2021 - Victoria's second wave",Politics
government big tech media ownership code reform,31 January 2021,"31 January 2021 - government big tech media ownership code reform media reform Media Diversity and Community Engagement Statement
The government’s reform of media ownership laws will be one of the most significant pieces of media reform in decades, if not the last 50 years.
It is an opportunity for Australia’s media to develop an internationally competitive, diverse, independent, and free press that reflects and represents our society. Media diversity is a central plank of our media reforms, and the Minister has announced a series of principles to guide the reform of our media ownership laws, including the principle of diversity, inclusion and fairness.
The government is also committed to ensuring that the reform does not increase concentration of media ownership and that it increases diversity, choice and local content.
These principles will be further fleshed out in draft legislation and a media diversity and community engagement statement, to be published in March 2021.
The Minister for Communications has released the following media diversity and community engagement statement on the proposed media reform legislation.
Download the Media Diversity and Community Engagement Statement
The Media Diversity and Community Engagement"," media reform Media Diversity and Community Engagement Statement
The government’s reform of media ownership laws will be one of the most significant pieces of media reform in decades, if not the last 50 years.
It is an opportunity for Australia’s media to develop an internationally competitive, diverse, independent, and free press that reflects and represents our society. Media diversity is a central plank of our media reforms, and the Minister has announced a series of principles to guide the reform of our media ownership laws, including the principle of diversity, inclusion and fairness.
The government is also committed to ensuring that the reform does not increase concentration of media ownership and that it increases diversity, choice and local content.
These principles will be further fleshed out in draft legislation and a media diversity and community engagement statement, to be published in March 2021.
The Minister for Communications has released the following media diversity and community engagement statement on the proposed media reform legislation.
Download the Media Diversity and Community Engagement Statement
The Media Diversity and Community Engagement",Politics
government melbourne covid hotspot cluster,13 February 2021,"13 February 2021 - government melbourne covid hotspot cluster
13 February 2021 - government melbourne covid hotspot cluster
Victoria records 26 new COVID-19 cases in latest cluster
There are 26 new cases of COVID-19 recorded in the state of Victoria in the latest cluster. The state has also recorded four deaths of patients who had contracted the virus.","

Victoria records 26 new COVID-19 cases in latest cluster
There are 26 new cases of COVID-19 recorded in the state of Victoria in the latest cluster. The state has also recorded four deaths of patients who had contracted the virus.",Politics
wa liberals change tactics state election avoid labor control,17 February 2021,"17 February 2021 - wa liberals change tactics state election avoid labor control
The Liberals have announced a plan to avoid Labor's control of local councils.
In a pre-election announcement, they plan to use their control of parliament to help the government in areas such as planning, water, and roads, according to the WA Liberals.
""This will allow us to keep Western Australia moving forward, creating new jobs and opportunities for our state,"" Premier Mark McGowan said.
The announcement comes ahead of a major change to local government law in the state.
On Thursday, the government announced it would bring in legislation that would give local government the power to determine their own fees and charges.
The government also announced it would introduce legislation to allow local councils to set their own fees and charges.
The new law would allow local government to determine how much it charges for the provision of services.
A number of councils in the state are already considering changing their fees and charging structures to help fund infrastructure, according to the WA Planning Commission.
The changes will come into effect on 1 July 2021,","
The Liberals have announced a plan to avoid Labor's control of local councils.
In a pre-election announcement, they plan to use their control of parliament to help the government in areas such as planning, water, and roads, according to the WA Liberals.
""This will allow us to keep Western Australia moving forward, creating new jobs and opportunities for our state,"" Premier Mark McGowan said.
The announcement comes ahead of a major change to local government law in the state.
On Thursday, the government announced it would bring in legislation that would give local government the power to determine their own fees and charges.
The government also announced it would introduce legislation to allow local councils to set their own fees and charges.
The new law would allow local government to determine how much it charges for the provision of services.
A number of councils in the state are already considering changing their fees and charging structures to help fund infrastructure, according to the WA Planning Commission.
The changes will come into effect on 1 July 2021,",Politics
government mp breaks down in tears calls for safety of women,16 March 2021,"16 March 2021 - government mp breaks down in tears calls for safety of women in South Africa after attack
Minister Naledi Pandor has broken down in tears at the attack on a South African delegation to a UN Women conference in New York. She was speaking to journalists from SABC news in New York this afternoon.
""We need to be protected by our state security officials. I am ashamed as a South African to see what happened here in the USA. We have to protect our women,"" said Pandor. ""What is happening is that the police are not taking this seriously.""
The delegation was staying at the luxury Mandarin Oriental Hotel in New York. The hotel is located in the Trump Tower building in Manhattan.
The attackers have been identified as Nigerians and the South African delegation said they are seeking assistance from the US government."," in South Africa after attack
Minister Naledi Pandor has broken down in tears at the attack on a South African delegation to a UN Women conference in New York. She was speaking to journalists from SABC news in New York this afternoon.
""We need to be protected by our state security officials. I am ashamed as a South African to see what happened here in the USA. We have to protect our women,"" said Pandor. ""What is happening is that the police are not taking this seriously.""
The delegation was staying at the luxury Mandarin Oriental Hotel in New York. The hotel is located in the Trump Tower building in Manhattan.
The attackers have been identified as Nigerians and the South African delegation said they are seeking assistance from the US government.",Politics
aged care royal commission federal government recommendations,01 March 2021,"01 March 2021 - aged care royal commission federal government recommendations
In December 2020 the Federal Government handed down its final report of the Royal Commission into Aged Care Quality and Safety. It outlines 300 recommendations that aim to protect the rights of aged care residents and improve the quality of their care.
Aged Care Royal Commission
Aged Care Royal Commission Federal Government Recommendations
The Federal Government handed down its final report of the Royal Commission into Aged Care Quality and Safety on 27 December 2020. It outlined 300 recommendations that aim to protect the rights of aged care residents and improve the quality of their care.
The recommendations have been published in the Royal Commission’s final report. Some of the recommendations are more short-term, while others are longer-term, but the majority are timeframes for implementation within 12 months. These recommendations are to be implemented by 1 July 2021.
As a result of the aged care royal commission, there are a number of major changes coming to aged care.
Here’s an overview of the aged care royal","
In December 2020 the Federal Government handed down its final report of the Royal Commission into Aged Care Quality and Safety. It outlines 300 recommendations that aim to protect the rights of aged care residents and improve the quality of their care.
Aged Care Royal Commission
Aged Care Royal Commission Federal Government Recommendations
The Federal Government handed down its final report of the Royal Commission into Aged Care Quality and Safety on 27 December 2020. It outlined 300 recommendations that aim to protect the rights of aged care residents and improve the quality of their care.
The recommendations have been published in the Royal Commission’s final report. Some of the recommendations are more short-term, while others are longer-term, but the majority are timeframes for implementation within 12 months. These recommendations are to be implemented by 1 July 2021.
As a result of the aged care royal commission, there are a number of major changes coming to aged care.
Here’s an overview of the aged care royal",Politics
federal government facing scrutiny over aged care,31 May 2021,"31 May 2021 - federal government facing scrutiny over aged care homes’ vaccine roll out
11 Feb 2021 - aged care workers call for mandatory vaccine to stop spread of COVID-19
10 Feb 2021 - Aged care workers call for mandatory vaccination
15 Jan 2021 - Unions want all aged care staff vaccinated against COVID-19
Aged Care News
Federal Government to expand vaccination roll out to aged care
11 Feb 2021 | The federal government is aiming to vaccinate up to 80 per cent of the over 70s population against COVID-19 by the end of March, which will include the entire aged care sector. The government's vaccine rollout is now in phase 2A, which will see the vaccine extended to all aged care staff, including those who do not work in a COVID-19 affected area. In addition, the government is now offering vaccines to anyone aged 65 and over. Minister for Senior Australians and Aged Care...
Unions want all aged care staff vaccinated against COVID-19"," homes’ vaccine roll out
11 Feb 2021 - aged care workers call for mandatory vaccine to stop spread of COVID-19
10 Feb 2021 - Aged care workers call for mandatory vaccination
15 Jan 2021 - Unions want all aged care staff vaccinated against COVID-19
Aged Care News
Federal Government to expand vaccination roll out to aged care
11 Feb 2021 | The federal government is aiming to vaccinate up to 80 per cent of the over 70s population against COVID-19 by the end of March, which will include the entire aged care sector. The government's vaccine rollout is now in phase 2A, which will see the vaccine extended to all aged care staff, including those who do not work in a COVID-19 affected area. In addition, the government is now offering vaccines to anyone aged 65 and over. Minister for Senior Australians and Aged Care...
Unions want all aged care staff vaccinated against COVID-19",Politics
stakes are high at this weekend's by election in,20 May 2021,"20 May 2021 - stakes are high at this weekend's by election in the seat of Eden Monaro. 
The federal by-election is being fought over the issue of climate change, with two candidates, one from the Greens and one from the independents, pledging to phase out fossil fuel use by 2030.
Prime Minister Scott Morrison is also campaigning for the Liberal candidate, as the government is in danger of losing the seat to the independent candidates who ousted the Liberal MP before the last election. 
The by-election is expected to be close, with the Labor Party predicting a tight race and the Liberals calling it a'must win'.
The Greens are also campaigning on the issue of climate change, with their candidate saying that the Liberal candidate is too concerned about jobs and not the environment. 
The by election is being fought over the issue of climate change, with two candidates, one from the Greens and one from the independents, pledging to phase out fossil fuel use by 2030.
Prime Minister Scott Morrison is also campaigning for the Liberal candidate, as the government is"," the seat of Eden Monaro. 
The federal by-election is being fought over the issue of climate change, with two candidates, one from the Greens and one from the independents, pledging to phase out fossil fuel use by 2030.
Prime Minister Scott Morrison is also campaigning for the Liberal candidate, as the government is in danger of losing the seat to the independent candidates who ousted the Liberal MP before the last election. 
The by-election is expected to be close, with the Labor Party predicting a tight race and the Liberals calling it a'must win'.
The Greens are also campaigning on the issue of climate change, with their candidate saying that the Liberal candidate is too concerned about jobs and not the environment. 
The by election is being fought over the issue of climate change, with two candidates, one from the Greens and one from the independents, pledging to phase out fossil fuel use by 2030.
Prime Minister Scott Morrison is also campaigning for the Liberal candidate, as the government is",Politics
us president joe biden vows to evacuate americans and afghans,23 August 2021,"23 August 2021 - us president joe biden vows to evacuate americans and afghans after taliban takeover of kabul
US President Joe Biden has vowed to evacuate Americans and Afghans after the Taliban takeover of Kabul.
The US president said the US would “rescue Americans” and “Afghans who helped us” as the Taliban overran the Afghan capital.
He said the US was “staying engaged” with the Taliban but would “not recognise the previous regime” in Kabul.
Afghan President Ashraf Ghani fled the country as the Taliban took control of the presidential palace.
Mr Ghani announced he would be stepping down from his post on Monday, after the insurgents entered the presidential palace in Kabul."," after taliban takeover of kabul
US President Joe Biden has vowed to evacuate Americans and Afghans after the Taliban takeover of Kabul.
The US president said the US would “rescue Americans” and “Afghans who helped us” as the Taliban overran the Afghan capital.
He said the US was “staying engaged” with the Taliban but would “not recognise the previous regime” in Kabul.
Afghan President Ashraf Ghani fled the country as the Taliban took control of the presidential palace.
Mr Ghani announced he would be stepping down from his post on Monday, after the insurgents entered the presidential palace in Kabul.",Politics
the federal government pushes for states to open up,01 September 2021,"01 September 2021 - the federal government pushes for states to open up their borders and to reopen their borders.
02 September 2021 - Victorian Premier Daniel Andrews warns that his state would remain closed unless the other states can provide strong evidence that the virus is under control. The states and territories have agreed to maintain restrictions on inter-state travel.
03 September 2021 - The Queensland government announces that Queenslanders will no longer have to quarantine when entering Queensland from New South Wales.
04 September 2021 - New South Wales Premier Gladys Berejiklian announces that from 1 October, 100% vaccinated people will be able to enter NSW without the need to quarantine.
06 September 2021 - South Australia is the first state to open up its borders to fully vaccinated travellers. Fully vaccinated travellers can enter without the need to quarantine, although travellers who are not fully vaccinated must continue to quarantine.
08 September 2021 - The ACT announces that it will be the second state to open up its borders to fully vaccinated travellers. From 13 September, fully vaccinated travellers"," their borders and to reopen their borders.
02 September 2021 - Victorian Premier Daniel Andrews warns that his state would remain closed unless the other states can provide strong evidence that the virus is under control. The states and territories have agreed to maintain restrictions on inter-state travel.
03 September 2021 - The Queensland government announces that Queenslanders will no longer have to quarantine when entering Queensland from New South Wales.
04 September 2021 - New South Wales Premier Gladys Berejiklian announces that from 1 October, 100% vaccinated people will be able to enter NSW without the need to quarantine.
06 September 2021 - South Australia is the first state to open up its borders to fully vaccinated travellers. Fully vaccinated travellers can enter without the need to quarantine, although travellers who are not fully vaccinated must continue to quarantine.
08 September 2021 - The ACT announces that it will be the second state to open up its borders to fully vaccinated travellers. From 13 September, fully vaccinated travellers",Politics
cop26 president alok sharma deeply sorry for last,14 November 2021,"14 November 2021 - cop26 president alok sharma deeply sorry for last night’s fire incident at glasgow green which caused the evacuation of venue for press conferences
The President of the Cop26 Glasgow Climate Change Conference Alok Sharma has apologised for the fire at the Press Centre this evening.
The Fire Service confirmed that they were called to Glasgow Green shortly after 9pm, with an update saying that the fire was “under control”.
Mr Sharma said: “I’m sorry for what happened last night.
“I’m deeply sorry for what happened last night and for the impact this has on journalists who have been at the conference.
“I want to pay tribute to the Fire Brigade, to the Fire Chief Inspector for the great way they dealt with this.
“I know there will be people who want to know more and I will give you an update this morning. Thank you for the way you’ve covered this story.”
A Glasgow City Council spokesman said: “The fire at Glasgow Green is believed to be accidental, caused by a faulty heater.
“Due to the nature of the"," night’s fire incident at glasgow green which caused the evacuation of venue for press conferences
The President of the Cop26 Glasgow Climate Change Conference Alok Sharma has apologised for the fire at the Press Centre this evening.
The Fire Service confirmed that they were called to Glasgow Green shortly after 9pm, with an update saying that the fire was “under control”.
Mr Sharma said: “I’m sorry for what happened last night.
“I’m deeply sorry for what happened last night and for the impact this has on journalists who have been at the conference.
“I want to pay tribute to the Fire Brigade, to the Fire Chief Inspector for the great way they dealt with this.
“I know there will be people who want to know more and I will give you an update this morning. Thank you for the way you’ve covered this story.”
A Glasgow City Council spokesman said: “The fire at Glasgow Green is believed to be accidental, caused by a faulty heater.
“Due to the nature of the",Politics
government announces $350 million for womens health,09 May 2021,"09 May 2021 - government announces $350 million for womens health
06 May 2021 - $5 million in emergency relief for women and children fleeing domestic violence in the NT
05 May 2021 - domestic and family violence crisis hotline to expand to Darwin
04 May 2021 - NT Labor to cut red tape for women in crisis
04 May 2021 - NT Labor pledges $4 million for women in crisis
03 May 2021 - Domestic violence services struggling to keep up with demand during COVID
03 May 2021 - Domestic violence in WA reaches new levels in lockdown
01 May 2021 - NT Labor pledges $2 million to tackle domestic violence in Darwin
01 May 2021 - NT Labor to support more services for victims of domestic violence
01 May 2021 - Women fleeing domestic violence facing isolation in the NT
29 April 2021 - NT Labor to create permanent safe houses for women and children fleeing domestic violence
28 April 2021 - Labor to tackle domestic violence
28 April 2021","
06 May 2021 - $5 million in emergency relief for women and children fleeing domestic violence in the NT
05 May 2021 - domestic and family violence crisis hotline to expand to Darwin
04 May 2021 - NT Labor to cut red tape for women in crisis
04 May 2021 - NT Labor pledges $4 million for women in crisis
03 May 2021 - Domestic violence services struggling to keep up with demand during COVID
03 May 2021 - Domestic violence in WA reaches new levels in lockdown
01 May 2021 - NT Labor pledges $2 million to tackle domestic violence in Darwin
01 May 2021 - NT Labor to support more services for victims of domestic violence
01 May 2021 - Women fleeing domestic violence facing isolation in the NT
29 April 2021 - NT Labor to create permanent safe houses for women and children fleeing domestic violence
28 April 2021 - Labor to tackle domestic violence
28 April 2021",Politics
victorian liberal mp kevin andrews loses preselection for seat,31 January 2021,"31 January 2021 - victorian liberal mp kevin andrews loses preselection for seat of murray river
Andrews was first elected to parliament in 2014 and has held the seat of Murray River ever since. Andrews, a former union leader who was a member of the Labor party until his defection in 2016, is the second sitting Liberal MP to lose preselection in Victoria since November 2018.  The first was former state minister Adem Somyurek, who resigned from the Liberals in June 2020 after allegations of bullying and racism.
It comes at a time of uncertainty in the Victorian Liberal party, with former premier Denis Napthine warning in October 2020 that the party was ""in a lot of trouble"". In a pre-recorded interview with ABC TV, Napthine said the party was suffering from ""demoralisation"", ""despondency"" and ""despair"". In the interview, Napthine also said that it was not ""a good time"" for the Liberal party. He went on to say that it"," of murray river
Andrews was first elected to parliament in 2014 and has held the seat of Murray River ever since. Andrews, a former union leader who was a member of the Labor party until his defection in 2016, is the second sitting Liberal MP to lose preselection in Victoria since November 2018.  The first was former state minister Adem Somyurek, who resigned from the Liberals in June 2020 after allegations of bullying and racism.
It comes at a time of uncertainty in the Victorian Liberal party, with former premier Denis Napthine warning in October 2020 that the party was ""in a lot of trouble"". In a pre-recorded interview with ABC TV, Napthine said the party was suffering from ""demoralisation"", ""despondency"" and ""despair"". In the interview, Napthine also said that it was not ""a good time"" for the Liberal party. He went on to say that it",Politics
british government in damage control after,28 May 2021,"28 May 2021 - british government in damage control after it was caught out red-handed trying to interfere in a parliamentary committee's inquiry into the war in Iraq - a conflict it helped to start in 2003. The committee is investigating the circumstances surrounding the death of former army major Dr. David Kelly, who was found dead in woodland near his home after being accused of having passed intelligence to the BBC about the government's claim that there were WMDs in Iraq.
A leaked memo from the cabinet office shows that a minister had tried to persuade the committee chairman to drop his investigation of Kelly's death. It also shows that a special unit of the civil service, the Government Communications Headquarters (GCHQ), was monitoring the committee and sending intelligence about its work to the Foreign Office and the Ministry of Defence.
GCHQ's actions are in clear violation of the 2000 Data Protection Act, which forbids the monitoring of meetings by government agencies, and it has caused outrage in the Commons.
Ministers are now facing calls for an inquiry to investigate"," it was caught out red-handed trying to interfere in a parliamentary committee's inquiry into the war in Iraq - a conflict it helped to start in 2003. The committee is investigating the circumstances surrounding the death of former army major Dr. David Kelly, who was found dead in woodland near his home after being accused of having passed intelligence to the BBC about the government's claim that there were WMDs in Iraq.
A leaked memo from the cabinet office shows that a minister had tried to persuade the committee chairman to drop his investigation of Kelly's death. It also shows that a special unit of the civil service, the Government Communications Headquarters (GCHQ), was monitoring the committee and sending intelligence about its work to the Foreign Office and the Ministry of Defence.
GCHQ's actions are in clear violation of the 2000 Data Protection Act, which forbids the monitoring of meetings by government agencies, and it has caused outrage in the Commons.
Ministers are now facing calls for an inquiry to investigate",Politics
wa government investigates breach by miner at indigenous site,24 February 2021,"24 February 2021 - wa government investigates breach by miner at indigenous site
24 February 2021 - state parliament's committee on social media posts and online content
23 February 2021 - australia's first gender diverse parliament
23 February 2021 - 2020 federal budget summary: health
22 February 2021 - the great firewall: the world's largest firewall is here, but can australia keep out chinese social media?
22 February 2021 - covid-19 and remote communities: the social and cultural impact of covid-19 in remote communities in australia
19 February 2021 - indigenous land and sea rights: how much does a country as big as australia owe its first peoples?
19 February 2021 - australian parliament's new plan to fight fake news
19 February 2021 - new study shows indigenous women and children facing a health crisis
17 February 2021 - the australian government has taken the first step to recognising indigenous voice in parliament
16 February 2021 - the indigenous voice to parliament is not enough","
24 February 2021 - state parliament's committee on social media posts and online content
23 February 2021 - australia's first gender diverse parliament
23 February 2021 - 2020 federal budget summary: health
22 February 2021 - the great firewall: the world's largest firewall is here, but can australia keep out chinese social media?
22 February 2021 - covid-19 and remote communities: the social and cultural impact of covid-19 in remote communities in australia
19 February 2021 - indigenous land and sea rights: how much does a country as big as australia owe its first peoples?
19 February 2021 - australian parliament's new plan to fight fake news
19 February 2021 - new study shows indigenous women and children facing a health crisis
17 February 2021 - the australian government has taken the first step to recognising indigenous voice in parliament
16 February 2021 - the indigenous voice to parliament is not enough",Politics
ama president joins 7.30 to discuss the latest,30 March 2021,"30 March 2021 - ama president joins 7.30 to discuss the latest developments with the Royal Commission into Victoria's Mental Health System
On 30 March 2021, Dr Stephen Parnis AM, president of the Australian Medical Association (AMA) joined 7.30 to discuss the latest developments with the Royal Commission into Victoria's Mental Health System.
AMA president Dr Stephen Parnis AM, on 30 March 2021, joined 7.30 to discuss the latest developments with the Royal Commission into Victoria's Mental Health System. He discussed the commission's findings to date, how the AMA is working to implement recommendations and how it will work with the Victorian government to improve the mental health system.
You can listen to the podcast here."," developments with the Royal Commission into Victoria's Mental Health System
On 30 March 2021, Dr Stephen Parnis AM, president of the Australian Medical Association (AMA) joined 7.30 to discuss the latest developments with the Royal Commission into Victoria's Mental Health System.
AMA president Dr Stephen Parnis AM, on 30 March 2021, joined 7.30 to discuss the latest developments with the Royal Commission into Victoria's Mental Health System. He discussed the commission's findings to date, how the AMA is working to implement recommendations and how it will work with the Victorian government to improve the mental health system.
You can listen to the podcast here.",Politics
government 20 more repatriation flights for stranded australians,16 January 2021,"16 January 2021 - government 20 more repatriation flights for stranded australians in vietnam
Prime Minister Nguyen Xuan Phuc has agreed to allow 20 more repatriation flights for Australians stranded in Vietnam due to the Covid-19 pandemic.
This was announced by Pham Minh Chinh, head of the Communist Party of Vietnam's Central Committee’s Public Security Commission, at a meeting with Australian Ambassador Craig Chittick on Tuesday in Hanoi.
Chittick said that Australia was willing to continue to share information and experience with Vietnam to curb the spread of the disease. He also offered to provide Vietnam with additional supplies of medical equipment and vaccines.
The two countries will also work closely to coordinate and closely manage and protect the interests of Vietnamese and Australian citizens and businesses in each country.
The Ambassador hoped the Vietnamese government would provide more support for Australian companies operating in Vietnam, including the granting of visas and other support to help these companies continue to operate normally.
Chittick also wished the Vietnamese government would further ease visa restrictions for Australian travelers, saying it was important to restore"," in vietnam
Prime Minister Nguyen Xuan Phuc has agreed to allow 20 more repatriation flights for Australians stranded in Vietnam due to the Covid-19 pandemic.
This was announced by Pham Minh Chinh, head of the Communist Party of Vietnam's Central Committee’s Public Security Commission, at a meeting with Australian Ambassador Craig Chittick on Tuesday in Hanoi.
Chittick said that Australia was willing to continue to share information and experience with Vietnam to curb the spread of the disease. He also offered to provide Vietnam with additional supplies of medical equipment and vaccines.
The two countries will also work closely to coordinate and closely manage and protect the interests of Vietnamese and Australian citizens and businesses in each country.
The Ambassador hoped the Vietnamese government would provide more support for Australian companies operating in Vietnam, including the granting of visas and other support to help these companies continue to operate normally.
Chittick also wished the Vietnamese government would further ease visa restrictions for Australian travelers, saying it was important to restore",Politics
government criticisms right wing extremists wa attack swastika,24 February 2021,"24 February 2021 - government criticisms right wing extremists wa attack swastika 1 6 The German government has accused right-wing extremists of inciting violence by attacking a synagogue during Hanukkah and a refugee center in Germany. In the Hanukkah attack, on December 19, a far-right extremist stabbed two people at a synagogue in the eastern German city of Halle, during a Hanukkah ceremony, according to reports. In the refugee center attack, on the same day, an arson attack on a refugee center, which left several people injured. The attacks in the two places came two days after German police announced the arrests of two far-right extremists suspected of planning attacks on synagogues in the country. Two suspects, identified as Stephan E. and Fabian W., have been accused of planning to kill people at the Hanukkah ceremony at the synagogue in Halle. The German government has blamed right-wing extremists for the attacks, which have increased after the attacks in Halle and refugee center. The government also said it would take measures to prevent further"," 1 6 The German government has accused right-wing extremists of inciting violence by attacking a synagogue during Hanukkah and a refugee center in Germany. In the Hanukkah attack, on December 19, a far-right extremist stabbed two people at a synagogue in the eastern German city of Halle, during a Hanukkah ceremony, according to reports. In the refugee center attack, on the same day, an arson attack on a refugee center, which left several people injured. The attacks in the two places came two days after German police announced the arrests of two far-right extremists suspected of planning attacks on synagogues in the country. Two suspects, identified as Stephan E. and Fabian W., have been accused of planning to kill people at the Hanukkah ceremony at the synagogue in Halle. The German government has blamed right-wing extremists for the attacks, which have increased after the attacks in Halle and refugee center. The government also said it would take measures to prevent further",Politics
holden exit taking financial toll on dealerships senate hears,02 February 2021,"02 February 2021 - holden exit taking financial toll on dealerships senate hears
Holden exit taking financial toll on dealerships, Senate hears
Holden's exit from the Australian market has left many dealerships financially stressed, as they attempt to adjust to a much smaller business, a Senate inquiry has heard.
The inquiry into the future of automotive manufacturing in Australia has heard that, while dealerships are not required to sell Holden vehicles as part of their franchise agreement, they are encouraged to do so.
That's a major change for dealerships, as their business relies on selling Holden's new and used vehicles.
Many dealerships are still carrying out Holden servicing and maintenance on vehicles.
Dealerships say the impact of Holden's departure is hitting them where it hurts, with their sales, service and parts revenue falling.
In an affidavit, the president of the Australasian Automobile Dealers Association, Greg Withers, said the Holden withdrawal will have a significant financial impact on his members, with revenue down 60-80 per cent since Holden announced it was leaving the Australian market.
","
Holden exit taking financial toll on dealerships, Senate hears
Holden's exit from the Australian market has left many dealerships financially stressed, as they attempt to adjust to a much smaller business, a Senate inquiry has heard.
The inquiry into the future of automotive manufacturing in Australia has heard that, while dealerships are not required to sell Holden vehicles as part of their franchise agreement, they are encouraged to do so.
That's a major change for dealerships, as their business relies on selling Holden's new and used vehicles.
Many dealerships are still carrying out Holden servicing and maintenance on vehicles.
Dealerships say the impact of Holden's departure is hitting them where it hurts, with their sales, service and parts revenue falling.
In an affidavit, the president of the Australasian Automobile Dealers Association, Greg Withers, said the Holden withdrawal will have a significant financial impact on his members, with revenue down 60-80 per cent since Holden announced it was leaving the Australian market.
",Politics
labor accuses government of amping up war threat,23 November 2021,"23 November 2021 - labor accuses government of amping up war threat
Labour accused the government of amping up the threat of war in Afghanistan in the last week, with foreign secretary Dominic Raab threatening to deploy British troops if “further atrocities” were committed by the Taliban.
The Foreign Office said it would send 600 troops to bolster the 650-strong Nato-led Resolute Support mission to train and advise Afghan forces. It came after the defence secretary, Ben Wallace, said the UK would contribute to air operations against the Taliban.
The announcement of the deployment follows a week of political tension over Britain’s continuing military presence in Afghanistan, as the final deadline for the withdrawal of Nato forces approaches. The defence secretary announced last week that all UK troops would leave by the end of August, but the foreign secretary has warned there is still a threat to Nato’s special forces who will be “fighting alongside Afghan forces” for a few more weeks.
The UK has around 1,000 troops in Afghanistan, who are supporting the Resolute Support mission,","
Labour accused the government of amping up the threat of war in Afghanistan in the last week, with foreign secretary Dominic Raab threatening to deploy British troops if “further atrocities” were committed by the Taliban.
The Foreign Office said it would send 600 troops to bolster the 650-strong Nato-led Resolute Support mission to train and advise Afghan forces. It came after the defence secretary, Ben Wallace, said the UK would contribute to air operations against the Taliban.
The announcement of the deployment follows a week of political tension over Britain’s continuing military presence in Afghanistan, as the final deadline for the withdrawal of Nato forces approaches. The defence secretary announced last week that all UK troops would leave by the end of August, but the foreign secretary has warned there is still a threat to Nato’s special forces who will be “fighting alongside Afghan forces” for a few more weeks.
The UK has around 1,000 troops in Afghanistan, who are supporting the Resolute Support mission,",Politics
