Original_Text,Formatted_Date,Generated_Full_Response,Extracted_Key_Response,Category
mp fights for maryborough hospital expansion,23 March 2011,"23 March 2011 - mp fights for maryborough hospital expansion
In the debate over the proposed expansion of Maryborough Hospital yesterday, Member for Maryborough Bruce Hill said the Federal Government must provide the $50 million promised to Maryborough if the hospital expansion is to proceed.
“The Rudd Government announced in the budget $50 million to go towards the Maryborough Hospital redevelopment but then failed to allocate the funding in the past two years.  The money is needed to progress the project to stage 1,” Mr Hill said.
“Last year the Federal Government gave us the good news that they would provide $50 million for the Maryborough Hospital redevelopment but they haven’t released the money.
“If they want to see the project completed, they need to commit the funding.  The project will not go ahead without the money.”
Mr Hill said the Federal Government had not provided an adequate explanation for their failure to allocate the funding and he is concerned the project will not proceed.","
In the debate over the proposed expansion of Maryborough Hospital yesterday, Member for Maryborough Bruce Hill said the Federal Government must provide the $50 million promised to Maryborough if the hospital expansion is to proceed.
“The Rudd Government announced in the budget $50 million to go towards the Maryborough Hospital redevelopment but then failed to allocate the funding in the past two years.  The money is needed to progress the project to stage 1,” Mr Hill said.
“Last year the Federal Government gave us the good news that they would provide $50 million for the Maryborough Hospital redevelopment but they haven’t released the money.
“If they want to see the project completed, they need to commit the funding.  The project will not go ahead without the money.”
Mr Hill said the Federal Government had not provided an adequate explanation for their failure to allocate the funding and he is concerned the project will not proceed.",Health
summit on health crisis now: hospital group,20 October 2011,"20 October 2011 - summit on health crisis now: hospital group
Healthcare organizations urge urgent meeting on crisis
The Canadian Hospital Association, the Canadian Medical Association, the Canadian Nurses Association, the Canadian Pharmacists Association, the Canadian Union of Public Employees and the Registered Nurses' Association of Ontario are urging Prime Minister Stephen Harper and Health Minister Leona Aglukkaq to convene an emergency summit on Canada's health crisis.","
Healthcare organizations urge urgent meeting on crisis
The Canadian Hospital Association, the Canadian Medical Association, the Canadian Nurses Association, the Canadian Pharmacists Association, the Canadian Union of Public Employees and the Registered Nurses' Association of Ontario are urging Prime Minister Stephen Harper and Health Minister Leona Aglukkaq to convene an emergency summit on Canada's health crisis.",Health
serco defends its hospital service record,23 May 2011,"23 May 2011 - serco defends its hospital service record at inquest into death of a patient
Serco defended its hospital service record at an inquest into the death of a patient whose condition deteriorated while under its care.
24 March 2011 - Serco Healthcare awarded contract by Northumbria Healthcare NHS Foundation Trust
Serco Healthcare has been awarded a three year contract by Northumbria Healthcare NHS Foundation Trust for the provision of the NHS111 service.
21 February 2011 - Serco Healthcare appointed to manage hospital care services in Wales
Serco Healthcare has been awarded a contract by the Welsh Government to manage a range of health care services for its hospitals across Wales.
17 February 2011 - Serco awarded £2.7 billion NHS contracts to run mental health services in Scotland
Serco has been awarded two contracts worth £2.7 billion to provide mental health services across Scotland by NHS Health Scotland, on behalf of NHS Scotland, and NHS Forth Valley, respectively."," at inquest into death of a patient
Serco defended its hospital service record at an inquest into the death of a patient whose condition deteriorated while under its care.
24 March 2011 - Serco Healthcare awarded contract by Northumbria Healthcare NHS Foundation Trust
Serco Healthcare has been awarded a three year contract by Northumbria Healthcare NHS Foundation Trust for the provision of the NHS111 service.
21 February 2011 - Serco Healthcare appointed to manage hospital care services in Wales
Serco Healthcare has been awarded a contract by the Welsh Government to manage a range of health care services for its hospitals across Wales.
17 February 2011 - Serco awarded £2.7 billion NHS contracts to run mental health services in Scotland
Serco has been awarded two contracts worth £2.7 billion to provide mental health services across Scotland by NHS Health Scotland, on behalf of NHS Scotland, and NHS Forth Valley, respectively.",Health
wa govt douses hospital flooding fears,22 June 2011,"22 June 2011 - wa govt douses hospital flooding fears
The Government has downplayed fears that the State's hospitals will flood if the Darling River is released from Menindee Dam.
The WA Health Department said it had done extensive work on the dams in 2005, 2008 and 2009 to ensure the water supply for the hospitals.
""We have an established water supply that is capable of dealing with a wide range of scenarios,"" said department spokesman David Davies.
""We are currently monitoring the situation at Menindee Dam closely.
""We have contingency plans in place to ensure the health system is able to deal with any eventuality.""
Mr Davies said the hospitals' water supply was sourced from the Darling River and Menindee Dam, which can hold 140,000 megalitres of water.
The dams are not expected to breach until about July 15, he said, which gives plenty of time to manage the situation.
""We are currently monitoring the situation at Menindee Dam closely,"" he said.
""We have contingency plans in place to","
The Government has downplayed fears that the State's hospitals will flood if the Darling River is released from Menindee Dam.
The WA Health Department said it had done extensive work on the dams in 2005, 2008 and 2009 to ensure the water supply for the hospitals.
""We have an established water supply that is capable of dealing with a wide range of scenarios,"" said department spokesman David Davies.
""We are currently monitoring the situation at Menindee Dam closely.
""We have contingency plans in place to ensure the health system is able to deal with any eventuality.""
Mr Davies said the hospitals' water supply was sourced from the Darling River and Menindee Dam, which can hold 140,000 megalitres of water.
The dams are not expected to breach until about July 15, he said, which gives plenty of time to manage the situation.
""We are currently monitoring the situation at Menindee Dam closely,"" he said.
""We have contingency plans in place to",Health
mayors worried about manning hospital future,30 November 2011,"30 November 2011 - mayors worried about manning hospital future
mayors of 12 central west towns and cities are worried that the future of their hospitals is not guaranteed after the release of the state government’s strategic review into hospitals.
mayors of 12 central west towns and cities are worried that the future of their hospitals is not guaranteed after the release of the state government’s strategic review into hospitals.
mayors of 12 central west towns and cities are worried that the future of their hospitals is not guaranteed after the release of the state government’s strategic review into hospitals.
mayors of 12 central west towns and cities are worried that the future of their hospitals is not guaranteed after the release of the state government’s strategic review into hospitals.
mayors of 12 central west towns and cities are worried that the future of their hospitals is not guaranteed after the release of the state government’s strategic review into hospitals.
mayors of 12 central west towns and cities are worried that the future of their hospitals is not guaranteed after the release of the state government’s","
mayors of 12 central west towns and cities are worried that the future of their hospitals is not guaranteed after the release of the state government’s strategic review into hospitals.
mayors of 12 central west towns and cities are worried that the future of their hospitals is not guaranteed after the release of the state government’s strategic review into hospitals.
mayors of 12 central west towns and cities are worried that the future of their hospitals is not guaranteed after the release of the state government’s strategic review into hospitals.
mayors of 12 central west towns and cities are worried that the future of their hospitals is not guaranteed after the release of the state government’s strategic review into hospitals.
mayors of 12 central west towns and cities are worried that the future of their hospitals is not guaranteed after the release of the state government’s strategic review into hospitals.
mayors of 12 central west towns and cities are worried that the future of their hospitals is not guaranteed after the release of the state government’s",Health
road toll rises after man dies in hospital,07 January 2011,"07 January 2011 - road toll rises after man dies in hospital
Road death toll in Wales rose by 10 in the last week after a man died in hospital following an incident in Carmarthenshire, figures have shown.
It brings the total road deaths to 51 in 2011, according to statistics from the Office of the Chief Coroner for Wales.
It compares to 49 deaths in the same period last year and 60 in 2009.
The latest figures also showed 14 people were seriously injured in 2011, compared with 13 in 2010 and 17 in 2009.
In Wales, in the past week, a man died in hospital following a collision between a van and a car on the A483 at Felindre near Llandovery, Carmarthenshire.
A 33-year-old man died following a road traffic collision on the A487 at Ystradmeurig, Pembrokeshire.
Two people were injured in a crash between two cars on the A483 in Llangammarch","
Road death toll in Wales rose by 10 in the last week after a man died in hospital following an incident in Carmarthenshire, figures have shown.
It brings the total road deaths to 51 in 2011, according to statistics from the Office of the Chief Coroner for Wales.
It compares to 49 deaths in the same period last year and 60 in 2009.
The latest figures also showed 14 people were seriously injured in 2011, compared with 13 in 2010 and 17 in 2009.
In Wales, in the past week, a man died in hospital following a collision between a van and a car on the A483 at Felindre near Llandovery, Carmarthenshire.
A 33-year-old man died following a road traffic collision on the A487 at Ystradmeurig, Pembrokeshire.
Two people were injured in a crash between two cars on the A483 in Llangammarch",Health
hospital signals smoking fine,30 June 2011,"30 June 2011 - hospital signals smoking fine with 'Cancer' sign
I was asked to look at the following photograph (above) and the text (below) from the 'Bolton Evening News' of June 30th 2011. The sign refers to the smoking policy of a Bolton hospital. The article is reproduced in full with thanks to the Bolton Evening News.
Smoking 'cancer' sign angers staff
Patients are being told they could catch cancer at Bolton hospital.
And staff have been told not to light up outside the trust's Princess Royal Hospital in Chorley New Road.
One worker said the sign was 'inconsiderate' and a'slap in the face'.
Staff have been warned to leave the area within five metres of the entrance for fear of spreading disease.
The sign says: ""Please do not smoke. Smoking can cause cancer. Smoking can also cause respiratory problems.
""Any smokers who smoke within the exclusion zone, around the building or in the car park, will be subject to"," with 'Cancer' sign
I was asked to look at the following photograph (above) and the text (below) from the 'Bolton Evening News' of June 30th 2011. The sign refers to the smoking policy of a Bolton hospital. The article is reproduced in full with thanks to the Bolton Evening News.
Smoking 'cancer' sign angers staff
Patients are being told they could catch cancer at Bolton hospital.
And staff have been told not to light up outside the trust's Princess Royal Hospital in Chorley New Road.
One worker said the sign was 'inconsiderate' and a'slap in the face'.
Staff have been warned to leave the area within five metres of the entrance for fear of spreading disease.
The sign says: ""Please do not smoke. Smoking can cause cancer. Smoking can also cause respiratory problems.
""Any smokers who smoke within the exclusion zone, around the building or in the car park, will be subject to",Health
promised red centre hospital revamp begins,30 June 2011,"30 June 2011 - promised red centre hospital revamp begins
31 May 2011 - Northern Territory Chief Minister Michael Gunner announces major hospital upgrade in the NT News. Photo: NT News
The Northern Territory Government has revealed the first images of its plans for the new Alice Springs Hospital.
Minister for Health Adam Giles has announced that work on the $240 million project is due to start in the next few weeks, and will be completed in time for the 2017 budget.
The Alice Springs Hospital is the Northern Territory’s oldest public hospital and the 2010 report on the Hospital Master Plan found the facility is no longer suitable for its purpose.
A new hospital will replace the 50 year old building, which is too small, too congested and in need of an upgrade.
The proposed new facility will have a more open and spacious design with an emphasis on the use of daylight and nature, as well as providing a safer environment for patients, staff and visitors.
Minister Giles said that a lot of work has gone into ensuring the new hospital","
31 May 2011 - Northern Territory Chief Minister Michael Gunner announces major hospital upgrade in the NT News. Photo: NT News
The Northern Territory Government has revealed the first images of its plans for the new Alice Springs Hospital.
Minister for Health Adam Giles has announced that work on the $240 million project is due to start in the next few weeks, and will be completed in time for the 2017 budget.
The Alice Springs Hospital is the Northern Territory’s oldest public hospital and the 2010 report on the Hospital Master Plan found the facility is no longer suitable for its purpose.
A new hospital will replace the 50 year old building, which is too small, too congested and in need of an upgrade.
The proposed new facility will have a more open and spacious design with an emphasis on the use of daylight and nature, as well as providing a safer environment for patients, staff and visitors.
Minister Giles said that a lot of work has gone into ensuring the new hospital",Health
swiss racer hospitalised after fiery crash,20 May 2011,"20 May 2011 - swiss racer hospitalised after fiery crash at Silverstone
Posted by: Chris on 20 May 2011
It's not a nice thing to hear of when the world of motor racing is full of so many good news stories, but unfortunately there is one which has left me deeply saddened today. The world of motorsport is one which seems to have a'special bond' between drivers, and I would like to pass on my deepest condolences to the family of a driver who was tragically killed after a horrific crash at Silverstone last night. I cannot begin to imagine how difficult this time must be for his family, friends and loved ones, so I will keep them all in my thoughts today and in the coming days and weeks. I have never met him, but I think of his family and friends as though I have, and I feel their pain as though it were my own. He was a gentleman in every sense of the word and I feel very sad to think that his life was cut so short. RIP.
Silver"," at Silverstone
Posted by: Chris on 20 May 2011
It's not a nice thing to hear of when the world of motor racing is full of so many good news stories, but unfortunately there is one which has left me deeply saddened today. The world of motorsport is one which seems to have a'special bond' between drivers, and I would like to pass on my deepest condolences to the family of a driver who was tragically killed after a horrific crash at Silverstone last night. I cannot begin to imagine how difficult this time must be for his family, friends and loved ones, so I will keep them all in my thoughts today and in the coming days and weeks. I have never met him, but I think of his family and friends as though I have, and I feel their pain as though it were my own. He was a gentleman in every sense of the word and I feel very sad to think that his life was cut so short. RIP.
Silver",Health
ministers order on public hospitals a political,10 June 2011,"10 June 2011 - ministers order on public hospitals a political decision - says health minister
The 9 June ministerial order regarding the closure of public hospitals is a political decision, says Minister of Health A. Panagiotopoulos.
In a statement today the health minister described the decision as a ‘political act’ and ‘not the result of an objective evaluation’.
Panagiotopoulos stated that the decision to close public hospitals was not the result of an objective evaluation, adding that it was a political act by the government.
It was the government's decision to close public hospitals, and not an objective evaluation of each hospital's situation, the minister said.
According to the health minister the closure of public hospitals was not the result of an objective evaluation.
He said that he had not yet been given a document with the reasons behind the closure of the public hospitals. “They (the Health Ministry officials) say that I should not see that document because it is secret,” he said.
He described the public hospitals as 'essential institutions' and 'valuable resources"," decision - says health minister
The 9 June ministerial order regarding the closure of public hospitals is a political decision, says Minister of Health A. Panagiotopoulos.
In a statement today the health minister described the decision as a ‘political act’ and ‘not the result of an objective evaluation’.
Panagiotopoulos stated that the decision to close public hospitals was not the result of an objective evaluation, adding that it was a political act by the government.
It was the government's decision to close public hospitals, and not an objective evaluation of each hospital's situation, the minister said.
According to the health minister the closure of public hospitals was not the result of an objective evaluation.
He said that he had not yet been given a document with the reasons behind the closure of the public hospitals. “They (the Health Ministry officials) say that I should not see that document because it is secret,” he said.
He described the public hospitals as 'essential institutions' and 'valuable resources",Health
criticism over cuts to tomaree hospital funding,13 January 2011,"13 January 2011 - criticism over cuts to tomaree hospital funding
Tomaree Hospital, Port Stephens, NSW 2316
Mr Michael White, Chair of Tomaree Hospital Committee
Criticisms over cuts to Tomaree Hospital funding
I am writing to raise my concern over the current funding cuts to Tomaree Hospital.
I was pleased to hear the news about the upgrade of Tomaree Hospital, and was heartened by the plans for more doctors to be employed at the facility. However, it is also my understanding that the NSW Government has cut funding by $10 million to Tomaree Hospital.
The NSW Government has cut funding to Tomaree Hospital by $10 million, this will see the health facility lose its operating licence in 2013. Tomaree Hospital is the only hospital within a 100km radius of Port Stephens, and the cuts to funding are likely to have a disastrous impact on the residents of Port Stephens, and the surrounding areas.
This would be a terrible outcome for a hospital that is so important to","
Tomaree Hospital, Port Stephens, NSW 2316
Mr Michael White, Chair of Tomaree Hospital Committee
Criticisms over cuts to Tomaree Hospital funding
I am writing to raise my concern over the current funding cuts to Tomaree Hospital.
I was pleased to hear the news about the upgrade of Tomaree Hospital, and was heartened by the plans for more doctors to be employed at the facility. However, it is also my understanding that the NSW Government has cut funding by $10 million to Tomaree Hospital.
The NSW Government has cut funding to Tomaree Hospital by $10 million, this will see the health facility lose its operating licence in 2013. Tomaree Hospital is the only hospital within a 100km radius of Port Stephens, and the cuts to funding are likely to have a disastrous impact on the residents of Port Stephens, and the surrounding areas.
This would be a terrible outcome for a hospital that is so important to",Health
glen boss hospitalised after fall from horse,23 September 2011,"23 September 2011 - glen boss hospitalised after fall from horse
Glen Boss, Australia's leading jockey, was hospitalised after falling from his horse in a race at Rosehill.
The fall occurred as the two were exiting the home straight, and was described as a ""simple fall"" by boss, which left him with a bump to his head and bruised ribs.
The jockey was able to walk away from the incident, and was able to return to the course later in the day to ride in the last two races of the day.
Boss said he was not too badly hurt, and was disappointed with his fall as he felt he was in a good position.
""I was in a good position but it's one of those things,"" he said.
""The horse just had a bad run and jumped off.
""He got me to slow him down a bit and it just unbalanced him, and the next thing I knew I was down.""
The jockey was not the only one involved in the incident. Trainer Gerald Ryan's wife and son were both","
Glen Boss, Australia's leading jockey, was hospitalised after falling from his horse in a race at Rosehill.
The fall occurred as the two were exiting the home straight, and was described as a ""simple fall"" by boss, which left him with a bump to his head and bruised ribs.
The jockey was able to walk away from the incident, and was able to return to the course later in the day to ride in the last two races of the day.
Boss said he was not too badly hurt, and was disappointed with his fall as he felt he was in a good position.
""I was in a good position but it's one of those things,"" he said.
""The horse just had a bad run and jumped off.
""He got me to slow him down a bit and it just unbalanced him, and the next thing I knew I was down.""
The jockey was not the only one involved in the incident. Trainer Gerald Ryan's wife and son were both",Health
man in hospital after asio break in,21 March 2011,"21 March 2011 - man in hospital after asio break in
An unknown man was the victim of an aggravated burglary last night.  He was assaulted by two people in a residential street in Asio near Limerick at approximately 9.30pm.  He was taken to hospital for treatment to his injuries.  The gardai are investigating.  Anyone with information is asked to contact the Asio garda station on 061-382350.","
An unknown man was the victim of an aggravated burglary last night.  He was assaulted by two people in a residential street in Asio near Limerick at approximately 9.30pm.  He was taken to hospital for treatment to his injuries.  The gardai are investigating.  Anyone with information is asked to contact the Asio garda station on 061-382350.",Health
charlton hospital faces flood repairs uncertainty,21 January 2011,"21 January 2011 - charlton hospital faces flood repairs uncertainty
Charlton Hospital is facing a two-year wait for major flood repairs to be completed.
The hospital, off the A40 at Charlton Horethorne, is expected to close at the end of this month for essential repairs, but is unlikely to reopen until the end of 2012.
A meeting of the Somerset Clinical Commissioning Group (CCG) heard from contractors on Friday that they were two months behind schedule with the work.
And CCG chairman Alan Witherick said the contractors had been asked to make a presentation at a future meeting to explain why they were two months behind schedule and to discuss how much extra money they expected to spend to complete the work.
At a recent meeting of Somerset County Council's Cabinet, which runs the hospital on behalf of the CCG, Cllr David Hall said that as well as a new heating system, the project involved replacing the floor of the main building.
Cllr Hall said: ""I think we are still talking about February","
Charlton Hospital is facing a two-year wait for major flood repairs to be completed.
The hospital, off the A40 at Charlton Horethorne, is expected to close at the end of this month for essential repairs, but is unlikely to reopen until the end of 2012.
A meeting of the Somerset Clinical Commissioning Group (CCG) heard from contractors on Friday that they were two months behind schedule with the work.
And CCG chairman Alan Witherick said the contractors had been asked to make a presentation at a future meeting to explain why they were two months behind schedule and to discuss how much extra money they expected to spend to complete the work.
At a recent meeting of Somerset County Council's Cabinet, which runs the hospital on behalf of the CCG, Cllr David Hall said that as well as a new heating system, the project involved replacing the floor of the main building.
Cllr Hall said: ""I think we are still talking about February",Health
nuke plant workers rushed to hospital,24 March 2011,"24 March 2011 - nuke plant workers rushed to hospital as radiation levels rise
This is the most serious incident since the March 11 accident, in which the workers were badly injured. They were transferred to a hospital in Chiba prefecture.
The incident has been attributed to a surge in radiation levels in a water tank near the No. 2 reactor. Workers have been trying to cool the tank since the earthquake and tsunami.
One worker was reported to have suffered serious burns to his face, hand and chest.
The incident comes as the nuclear regulator announced yesterday that radiation levels at the Fukushima plant have dropped. But it added that it was too early to say that the nuclear chain reaction had been brought under control.
This entry was posted in *English and tagged Accident, earthquake, Japan, Nuclear Crisis, Nuclear Safety, radiation, radiation exposure, Radiation level. Bookmark the permalink."," as radiation levels rise
This is the most serious incident since the March 11 accident, in which the workers were badly injured. They were transferred to a hospital in Chiba prefecture.
The incident has been attributed to a surge in radiation levels in a water tank near the No. 2 reactor. Workers have been trying to cool the tank since the earthquake and tsunami.
One worker was reported to have suffered serious burns to his face, hand and chest.
The incident comes as the nuclear regulator announced yesterday that radiation levels at the Fukushima plant have dropped. But it added that it was too early to say that the nuclear chain reaction had been brought under control.
This entry was posted in *English and tagged Accident, earthquake, Japan, Nuclear Crisis, Nuclear Safety, radiation, radiation exposure, Radiation level. Bookmark the permalink.",Health
prisoner on the run after hospital visit,28 April 2011,"28 April 2011 - prisoner on the run after hospital visit to his sick brother - now wanted by the police for robbery of a bank branch - no trace - has a record for armed robbery
The Daily Mirror's website today is carrying the following story - the text is mine, as is the formatting - click here to go to the site.
Prisoner on the run after hospital visit to his sick brother - now wanted by the police for robbery of a bank branch - no trace - has a record for armed robbery
Police are hunting a prisoner who is on the run after visiting his sick brother in hospital.
Kieran Bagnall was allowed a visit to the sick inmate, at Highpoint Prison in Bristol, on Tuesday.
The prison confirmed the prisoner had left the hospital, but police have yet to trace him.
It is believed the prisoner, who has a record for armed robbery, escaped while visiting his brother who is in the Bristol Royal Infirmary.
The prisoner, who is a prisoner of high risk, has been described as being about 5"," to his sick brother - now wanted by the police for robbery of a bank branch - no trace - has a record for armed robbery
The Daily Mirror's website today is carrying the following story - the text is mine, as is the formatting - click here to go to the site.
Prisoner on the run after hospital visit to his sick brother - now wanted by the police for robbery of a bank branch - no trace - has a record for armed robbery
Police are hunting a prisoner who is on the run after visiting his sick brother in hospital.
Kieran Bagnall was allowed a visit to the sick inmate, at Highpoint Prison in Bristol, on Tuesday.
The prison confirmed the prisoner had left the hospital, but police have yet to trace him.
It is believed the prisoner, who has a record for armed robbery, escaped while visiting his brother who is in the Bristol Royal Infirmary.
The prisoner, who is a prisoner of high risk, has been described as being about 5",Health
no neonatal unit for new wagga base hospital,18 May 2011,"18 May 2011 - no neonatal unit for new wagga base hospital
The Wagga Wagga Wagga Wagga Daily Advertiser has reported that the Wagga Wagga Wagga Wagga Daily Advertiser has reported that the Wagga Wagga base hospital will not have a neonatal intensive care unit (NICU) when it opens in 2013, despite having the necessary space. In a draft of a submission to the NSW Department of Health, Wagga Wagga Base Hospital CEO Ken Roberts said the unit would cost $10 million to set up and operate.
18 May 2011 - no neonatal unit for new wagga base hospital
The Wagga Wagga Wagga Wagga Daily Advertiser has reported that the Wagga Wagga base hospital will not have a neonatal intensive care unit (NICU) when it opens in 2013, despite having the necessary space. In a draft of a submission to the NSW Department of Health, Wagga Wagga Base Hospital CEO Ken Roberts said the unit would cost $10 million to set up","
The Wagga Wagga Wagga Wagga Daily Advertiser has reported that the Wagga Wagga Wagga Wagga Daily Advertiser has reported that the Wagga Wagga base hospital will not have a neonatal intensive care unit (NICU) when it opens in 2013, despite having the necessary space. In a draft of a submission to the NSW Department of Health, Wagga Wagga Base Hospital CEO Ken Roberts said the unit would cost $10 million to set up and operate.

The Wagga Wagga Wagga Wagga Daily Advertiser has reported that the Wagga Wagga base hospital will not have a neonatal intensive care unit (NICU) when it opens in 2013, despite having the necessary space. In a draft of a submission to the NSW Department of Health, Wagga Wagga Base Hospital CEO Ken Roberts said the unit would cost $10 million to set up",Health
mp wants hospital helipad report made public,26 October 2011,"26 October 2011 - mp wants hospital helipad report made public
The Medical Protection Society has written to the Health Secretary demanding to know when the investigation into the Bristol helicopter crash that killed six NHS staff is going to be published.
It has also requested to be sent the full investigation reports relating to the two previous fatal crashes at Bristol Royal Infirmary in the past 12 months.
Dr Kevin Clark, Medical Protection Society’s Head of Medical Services, says: “We are very concerned about the fact that the public and NHS staff are not able to read the final report, and to have access to the lessons learned, despite it having been more than two years since the Bristol crash and despite the government saying that the report would be made public.
“The MPS is a not for profit organisation, which has a remit to protect doctors, but also to support the improvement of medical practice. In that regard, it is imperative that the public have access to the reports into this serious incident.
“We are also concerned that NHS staff may not be in a position to comment fully","
The Medical Protection Society has written to the Health Secretary demanding to know when the investigation into the Bristol helicopter crash that killed six NHS staff is going to be published.
It has also requested to be sent the full investigation reports relating to the two previous fatal crashes at Bristol Royal Infirmary in the past 12 months.
Dr Kevin Clark, Medical Protection Society’s Head of Medical Services, says: “We are very concerned about the fact that the public and NHS staff are not able to read the final report, and to have access to the lessons learned, despite it having been more than two years since the Bristol crash and despite the government saying that the report would be made public.
“The MPS is a not for profit organisation, which has a remit to protect doctors, but also to support the improvement of medical practice. In that regard, it is imperative that the public have access to the reports into this serious incident.
“We are also concerned that NHS staff may not be in a position to comment fully",Health
purple wiggle rushed to hospital for heart surgery,02 July 2011,02 July 2011 - purple wiggle rushed to hospital for heart surgery. It has been revealed that her heart condition is due to the fact she was born with an aortic valve that was not working.,. It has been revealed that her heart condition is due to the fact she was born with an aortic valve that was not working.,Health
tom jones in monaco hospital,29 August 2011,"29 August 2011 - tom jones in monaco hospital
Tom Jones in Monaco hospital
WELSH star Tom Jones is in hospital in the principality.
A spokeswoman for the 72-year-old said the singer is in Monaco General Hospital but was in good spirits.
She said: ""He's in the hospital at the moment but he's fine, we're just keeping an eye on him. He's had an injection to make his voice stronger.""
Jones was performing at the Grand Casino Monte-Carlo when he was taken ill, and cancelled the rest of his gig and his appearance on the reality show The Voice of France.
He said: ""I've just been to the doctor, and they've said I can't carry on singing.
""I'm just resting now, but I'm not worried.""
Jones' agent Bob Chmielewski said: ""Tom had a slight cold which he caught on his flight to France yesterday and then on to Monaco.""
Jones is being cared for at a hospital close to his home in Monaco.
A spokesman for","
Tom Jones in Monaco hospital
WELSH star Tom Jones is in hospital in the principality.
A spokeswoman for the 72-year-old said the singer is in Monaco General Hospital but was in good spirits.
She said: ""He's in the hospital at the moment but he's fine, we're just keeping an eye on him. He's had an injection to make his voice stronger.""
Jones was performing at the Grand Casino Monte-Carlo when he was taken ill, and cancelled the rest of his gig and his appearance on the reality show The Voice of France.
He said: ""I've just been to the doctor, and they've said I can't carry on singing.
""I'm just resting now, but I'm not worried.""
Jones' agent Bob Chmielewski said: ""Tom had a slight cold which he caught on his flight to France yesterday and then on to Monaco.""
Jones is being cared for at a hospital close to his home in Monaco.
A spokesman for",Health
australian researchers a step closer to hiv vaccine,06 May 2011,"06 May 2011 - australian researchers a step closer to hiv vaccine with ‘game-changer’
A breakthrough in the fight against HIV has been achieved by researchers at The Australian National University (ANU) who are one step closer to developing a vaccine against the virus. The vaccine would protect people who are susceptible to HIV.
The ANU researchers have found that it is possible to use a harmless virus to generate a protective immune response against HIV, which is a critical step in the search for a vaccine against HIV.
A vaccine which stimulates this protective immune response has the potential to dramatically reduce the risk of HIV infection in susceptible individuals.
The ANU researchers are currently undertaking further work on the vaccine with the assistance of a $2 million grant from the Bill & Melinda Gates Foundation.
ANU Professor Ian MacLennan, Head of the Research School of Biology at ANU, said the vaccine they are developing would be “a game-changer” in the search for a vaccine to prevent HIV infection.
“Our breakthrough could open the way for a vaccine that would offer protection"," with ‘game-changer’
A breakthrough in the fight against HIV has been achieved by researchers at The Australian National University (ANU) who are one step closer to developing a vaccine against the virus. The vaccine would protect people who are susceptible to HIV.
The ANU researchers have found that it is possible to use a harmless virus to generate a protective immune response against HIV, which is a critical step in the search for a vaccine against HIV.
A vaccine which stimulates this protective immune response has the potential to dramatically reduce the risk of HIV infection in susceptible individuals.
The ANU researchers are currently undertaking further work on the vaccine with the assistance of a $2 million grant from the Bill & Melinda Gates Foundation.
ANU Professor Ian MacLennan, Head of the Research School of Biology at ANU, said the vaccine they are developing would be “a game-changer” in the search for a vaccine to prevent HIV infection.
“Our breakthrough could open the way for a vaccine that would offer protection",Health
chavez in hospital for emergency care report,29 September 2011,"29 September 2011 - chavez in hospital for emergency care report
28 September 2011 - chavez in hospital for emergency care
17 September 2011 - chavez in hospital for emergency care report
16 September 2011 - chavez in hospital for emergency care
16 September 2011 - chavez in hospital for emergency care
11 September 2011 - chavez in hospital for emergency care report
11 September 2011 - chavez in hospital for emergency care
11 September 2011 - chavez in hospital for emergency care
11 September 2011 - chavez in hospital for emergency care
11 September 2011 - chavez in hospital for emergency care
11 September 2011 - chavez in hospital for emergency care
10 September 2011 - chavez in hospital for emergency care report
10 September 2011 - chavez in hospital for emergency care
10 September 2011 - chavez in hospital for emergency care
10 September 2011 - chavez in hospital for emergency care
","
28 September 2011 - chavez in hospital for emergency care
17 September 2011 - chavez in hospital for emergency care report
16 September 2011 - chavez in hospital for emergency care
16 September 2011 - chavez in hospital for emergency care
11 September 2011 - chavez in hospital for emergency care report
11 September 2011 - chavez in hospital for emergency care
11 September 2011 - chavez in hospital for emergency care
11 September 2011 - chavez in hospital for emergency care
11 September 2011 - chavez in hospital for emergency care
11 September 2011 - chavez in hospital for emergency care
10 September 2011 - chavez in hospital for emergency care report
10 September 2011 - chavez in hospital for emergency care
10 September 2011 - chavez in hospital for emergency care
10 September 2011 - chavez in hospital for emergency care
",Health
