Text,Year,Log_Probability
"09 June 2011 - coonambles problem families under target by new scheme
coonambles problem families under target by new scheme
The NSW Government's $200 million Stronger Families and Communities Strategy is about to deliver on its commitment to help problem families with a range of support services.
The strategy targets families in NSW who are suffering in poverty or are at risk of falling into poverty. The strategy includes a number of innovative new approaches, such as the development of an Early Action Service, designed to identify vulnerable families and prevent them from falling into serious trouble.
Under the strategy, families identified as being vulnerable are offered a range of services from community services agencies in the local area to help them improve their living standards.
The services will include budget advice, help in finding work and training, and assistance with issues such as parenting and debt management. Where families are in trouble, or are likely to fall into serious trouble, the strategy is helping them access specialist early intervention services.
The Early Action Service will help families avoid serious trouble and access the right services at the",2011,-591475840.0
"15 March 2011 - chopper crew rescued after mechanical woes
The chopper crew had been trying to fix their chopper when the hydraulic lines failed and the chopper started spinning out of control. After several failed attempts, the crew finally had to eject from the chopper when the tail rotor had also failed.
The pilot and co-pilot ejected safely and were picked up by another chopper, and they were taken to a local hospital. However, the rescue helicopter pilot is still in the hospital.
A few days later, the rescue helicopter pilot had passed away.
The cause of his death has yet to be determined.",2011,-344724288.0
"28 June 2011 - police crack down on drug drivers
30 June 2011 - council tax rise approved
25 June 2011 - council backs £40m budget cuts
1 July 2011 - council tax rise
11 July 2011 - council tax rise approved
14 July 2011 - 200 jobs go
15 July 2011 - 200 jobs go
25 July 2011 - 150 jobs go
27 July 2011 - 100 jobs go
28 July 2011 - 300 jobs go
31 July 2011 - 200 jobs go
1 August 2011 - 100 jobs go
4 August 2011 - 200 jobs go
5 August 2011 - 200 jobs go
7 August 2011 - 200 jobs go
10 August 2011 - 200 jobs go
12 August 2011 - 200 jobs go
13 August 2011 - 300 jobs go
16 August 2011 - 200 jobs go",2011,-609987264.0
"03 July 2011 - so you think tastes overseas success in the us is a big problem in the us, then you should check out this list of the 100 most famous names. The following are the 100 most popular names in the United States for the year 2011. The data for the following 100 most popular names are taken from the 2006 U.S. Census. The data is ranked from the most popular names to the least popular names. In the United States, the number of people born with a given name has increased steadily over the last decade. For the most part, the United States has seen the most growth in the popularity of baby names. The top ten most popular baby names in the United States are: Ashley, Amber, Emily, Katie, Amanda, Jessica, Sara, Katie, Katie, Katie, and Emily. The top 100 most popular baby names are: Katie, Emily, Emily, Sara, Katie, Katie, Katie, Katie, Katie, Katie, and Emily. The top 100 most popular",2011,-588852928.0
"02 November 2011 - regional airline subsidy
Yesterday we discussed the proposed $22m subsidy for regional airline V Australia. In this article we look at the broader issue of subsidised airline services.
We need to consider whether we want to encourage airlines to fly routes that might otherwise not be viable. The main issue with airline services is that they are very capital-intensive. A single A380 is worth many times the capital cost of an entire regional airline, yet it can fly the route only a couple of times a day. It seems a shame to me that a small regional airline with a couple of 737s and some turboprops is not capable of making a go of a profitable route.
An airline that does not generate enough revenue to cover its costs is likely to go out of business in a matter of months. But because we are now in the age of the A380, and Qantas has no viable alternative, we have to subsidise the service if we are to prevent the route being abandoned. This is the logic behind the",2011,-568791040.0
"06 September 2011 - prof hamish scott talks to 891 abc about the gene technology regulation act
Professor Hamish Scott was interviewed on 891 abc Adelaide on 6 September 2011 on the new Gene Technology Regulation Act 2011. Professor Scott said the act is important to protect the community, but should be used with caution, as it will have negative effects on research.
Read the full transcript below:
Bridget Brennan : So what is the Gene Technology Regulation Act?
Hamish Scott : Well, it’s a federal piece of legislation that is designed to regulate gene technology. Now the concern with gene technology, or genetic modification, is that you can introduce something into the genome that can survive in the population and that can be passed to future generations. Now in the environment, the concern is that the gene could change the behaviour of the organism, that could reduce the diversity of the population and that could even have negative effects on human health. So that’s why there’s been a lot of concerns about gene technology and why there has been so much opposition to it.",2011,-600177408.0
"28 June 2011 - anu breached radiation regulations
29 June 2011 - 5.50pm - anu informed us that it was safe for us to come home
31 July 2011 - anu announced it had reached a safe level of radiation
2 February 2012 - anu admitted that the radiation was 10 times higher than stated by anu and 2.3 million times higher than government safety levels
6 March 2012 - anu finally closed our home and said we could go back home. 3 weeks later, 10th April 2012, we could come home",2011,-343467904.0
"30 May 2011 - residents claim little knowledge of phone tower plans
Residents are up in arms after a planning application for a mobile phone mast was quietly submitted on their doorstep without their knowledge.
Residents in the Parkwood area of Doncaster have been left angry and confused after being sent a planning application form, which states that an objector must have received a copy of the plans and application notice.
The plans for a 15 metre tower with two antennas have been submitted by a company called Sky Wave.
But residents are not happy that they have been unaware of the plans.
Liz Wood, who lives on Hagg Lane in Parkwood, said: “I don’t understand why I didn’t get a copy of the application. It has come through the door and said the application was for an objector to have been sent a copy of the application. Why would I want to object?”
Liz and her husband John, who has been an objector to other masts in the past, said they were concerned about the new application because of its proximity",2011,-584621760.0
"12 June 2011 - vandals damage atm in Ballybricken, Limerick
A local ATM was the target of a vandal last night.
The ATM machine in Ballybricken on the Naas Road was damaged during the early hours of the morning.
The device, located outside Ballybricken's Limerick Credit Union, was pelted with concrete and bricks.
The machine is currently out of order and has been removed.",2011,-258902880.0
"21 December 2011 - fire permits needed by Dec. 31 for new burning
20 December 2011 - 2012 Burn Permits available
20 December 2011 - Christmas tree recycling in West Kelowna
19 December 2011 - City of Penticton Fire Department celebrates its 100th year
18 December 2011 - Kelowna Fire Department welcomes new Chief
17 December 2011 - B.C. Fire Commissioner releases report on Kelowna fire
16 December 2011 - Burn Permits available in the Penticton area
15 December 2011 - Community Open House for Westbank Fire Department
15 December 2011 - Community Open House for West Kelowna Fire Department
12 December 2011 - BC Fire Commissioner releases report on Kelowna fire
12 December 2011 - Fire permits needed by Dec. 31 for new burning
09 December 2011 - Kelowna Fire Department Open House
09 December 2011 - Open House for the",2011,-596990208.0
"25 October 2011 - money needed for domestic violence prevention in the Philippines
Philippine domestic violence group says funding needed
By Marvic Mendoza, ABS-CBN News
MANILA - A domestic violence prevention group said it needs to raise about P20 million to sustain its advocacy.
The group said it needs to sustain its campaign to promote awareness and stop the problem of violence against women in the country.
A United Nations report says that women in the Philippines have the highest reported rates of violence in the world, with one in four women subjected to physical violence, one in 10 to sexual abuse and one in three to emotional abuse.
The report also says that 17 percent of women were raped in the Philippines.
The group said the need for funding became more pressing when one of its members, activist Patricia Evangelista, was shot to death in Quezon City. Evangelista, a lawyer and member of the group, was killed by a policeman last month.
Evangelista was a lawyer who headed the legal division of the group.
The group also",2011,-581584896.0
"03 July 2011 - us slams gaddafis threat to attack europe - washingtonpost.com
US slams Gadhafi's threat to attack Europe
By ERIC SCHMITT and STEPHEN FIDLER | Washington Post
WASHINGTON — An outraged United States condemned on Monday the Libyan leader Muammar Gadhafi for his latest threat to use weapons of mass destruction against Western nations, as his forces pushed deeper into the rebel-held eastern half of the country.
The State Department said the Libyan leader ""had no right"" to make his comments, and Secretary of State Hillary Rodham Clinton called Gadhafi's remarks ""outrageous"" and ""inexcusable."" She added that she would consult with U.S. allies about how to respond.
Libyan forces continued to close in on rebel-held Tripoli, advancing through the suburbs of the capital. Rebels in the east said they would not surrender and vowed to fight on, but there were growing fears of a possible crackdown.",2011,-572348672.0
"01 July 2011 - gambler hacked atms to feed addiction.
02 July 2011 - 2 brothers arrested for bank heist.
03 July 2011 - 2 robbers caught at the bank. The police say it is an inside job.
04 July 2011 - 5 robbers arrested. They are in jail now.
05 July 2011 - 3 robbers arrested.
06 July 2011 - 2 robbers arrested.
07 July 2011 - 2 robbers arrested.
08 July 2011 - 2 robbers arrested.
09 July 2011 - 3 robbers arrested.
10 July 2011 - 2 robbers arrested.
11 July 2011 - 3 robbers arrested.
12 July 2011 - 3 robbers arrested.
13 July 2011 - 4 robbers arrested.
14 July 2011 - 2 robbers arrested.
15 July 2011 - 2 robbers arrested.
16 July 2011 - 2 robbers",2011,-621626304.0
"02 November 2011 - dashboard patients mt gambier hospital. 04 May 2013 - hospital staff and patients. 22 July 2013 - patients at the entrance to the hospital
The Royal Hobart Hospital is a 1,100-bed public hospital in Hobart, Tasmania, Australia. It is managed by the Tasmanian Department of Health and Human Services.
It was built in stages between 1890 and 1948.
It is the only hospital in the state to have a full 24-hour accident and emergency department and has Australia's largest burn unit. It has a 150-bed psychiatric hospital, the largest of its type in the southern hemisphere.
There are three hospitals under the RHH's care:
Royal Hobart Hospital (RHH) - 1130 beds
North West Regional Hospital (NW) - 100 beds
South West Regional Hospital (SW) - 50 beds
The RHH is currently building a $300 million redevelopment, which will include new and expanded facilities in cardiology, neurosciences",2011,-580344960.0
"21 March 2011 - camel trekking adventurer arrives in karratha
On Friday 18th March I arrived in Karratha in the Pilbara region of Western Australia by road from Port Hedland. This was my 2nd last leg of the adventure before reaching home in Adelaide. After a 30 day camel trek I had decided to try to drive to Karratha. The decision was made to drive because the distances and locations that I had to travel were such that flying was not practical.
The trip was to be 2500 kms from Port Hedland to Karratha. The plan was to leave Port Hedland at 8.00am and travel north on the Great Northern Highway. I would turn left onto the Kalgoorlie-Boulder Highway at Cue and travel 70 kms to the East, then join the Great Northern Highway at Meekatharra. I would then continue to follow the Great Northern Highway to Karratha. The Great Northern Highway has a total length of 2402 kms, however I had been advised that",2011,-589895296.0
"15 August 2011 - pressure release helping crows
After an epic journey of 24 days, I made it back home to England! I can't tell you how great it felt to be back in the UK, as I really missed home and my friends and family. I also missed not having to wear a heavy pack on my back, or have a stove for cooking. It was also great to be surrounded by friends and family again. Everyone in the hostel was so great, and made me feel so welcome.
The trip back took about 5 weeks, but I wanted to leave a bit of time to recover from my trek, so I took my time to get back to the UK.
On the 7th August I met up with some friends of mine who had also come back from Peru and we all caught the bus to Lake Titicaca. After a few days relaxing in Puno, we took a boat to Taquile. I really enjoyed Lake Titicaca, as I had only seen it from the plane and not",2011,-577589376.0
"13 September 2011 - gaddafi defiant as forces launch fightback
Colonel Muammar Gaddafi has defiantly pledged to fight to the death as rebel forces pushed eastwards in an attempt to retake the capital, Tripoli.
A key battlefield in the latest round of the two-month-old war in Libya lies 90 miles west of Tripoli and has been the scene of some of the heaviest fighting between pro-government forces and the rebel coalition.
Libyan National Army
A senior commander of the Libyan National Army told The Daily Telegraph that it was ""definitely a battle that we will win"", adding: ""We have already reached the second day of the campaign and I have to say we are getting closer and closer to the enemy.""
The colonel, who declined to be named, also claimed that a senior rebel general was defecting to the Libyan army, saying: ""We have been in contact with him and it seems he wants to defect, although he says he will not do anything until he is sure we are getting ready for war. But",2011,-596571008.0
"28 March 2011 - tigers claim 17th premiership on tiwi islands
The Tigers have won the 2011 premiership, defeating the Crocs by 29 points in a nail biter at Marrara. Congratulations to all involved and thank you for your dedication and commitment. The Tigers will celebrate the win on Saturday at the clubrooms in night 10 of the TITG. Thank you for all your support, your help and advice. Go Tigers!",2011,-262344592.0
"23 August 2011 - around australia in dinghies
In 2007 I took part in the ""Around Australia in Dinghies"" event, which involved a 9 day circumnavigation of mainland Australia starting from Sydney.
In the event, my partner (who had been working on the project since 2005), and I circumnavigated the coast from Sydney to Brisbane with our 2.2 metre sailing dinghy, The Sea Siren.
As a team, we were the only female/male combination to complete the event, which we did in a time of 4 days, 3 hours and 8 minutes.
In 2011, I decided to do it all over again, and have been working on the project since early 2010.
As a team we plan to do it in a time of 2 days, 2 hours and 8 minutes.
In 2011, my partner, and I circumnavigated the coast from Sydney to Brisbane in 2 days, 2 hours and 8",2011,-590245504.0
"19 June 2011 - burmas suu kyi turns 66 in freedom after 15 years under house arrest. - Burmas Suu Kyi Turns 66 In Freedom After 15 Years Under House Arrest.
Burmas Suu Kyi Turns 66 In Freedom After 15 Years Under House Arrest.
Aung San Suu Kyi, Myanmar’s iconic opposition leader, turns 66 today in a Rangoon home where she’s been confined to house arrest for the past 15 years.
Her two sons, Alex and Kim, joined her and relatives, friends, and members of the media at the residence in the city’s exclusive Lake Ward area for a birthday cake, according to a Reuters report.
Suu Kyi, a Nobel Peace Prize winner, spent nearly half her life under house arrest, starting in 1989 after she refused to endorse the military-backed constitution in a bid to end decades of military rule.
In 2010, a new constitution was approved that paved the way for democratic elections that took place in November last year, the first in",2011,-608466880.0
"20 April 2011 - us cracks down on acai berry scams
In a bid to protect American consumers, the Federal Trade Commission is clamping down on Acai Berry products. The commission has filed a lawsuit against five companies selling ""fake"" Acai Berry supplements. Acai Berry is a berry popular in the Amazon rainforest and has recently gained popularity as a weight-loss supplement. The FTC's lawsuit against the five companies says they misled consumers by claiming their products would enable consumers to lose weight without dieting or exercising. They are also accused of making claims their products could cure cancer, diabetes and AIDS, as well as claims their products contained ""Super Berries"" that would give consumers super powers. ""The FTC is going after companies that promise miracle weight-loss cures without the hard work of exercise or dieting,"" said Jessica Rich, Director of the FTC's Bureau of Consumer Protection. ""The fact is that, while some ingredients in some Acai products may have some nutritional benefits, they do not contain'super berries' or promise weight loss without diet",2011,-590065216.0
"06 April 2011 - national swimming championships day six - swimming 4x100m medley relay team at the 2011 national swimming championships.
06 April 2011 - national swimming championships day six - swimming 4x100m medley relay team at the 2011 national swimming championships.",2011,-184413152.0
"29 November 2011 - forestry forum forward sale protest
On 29 November 2011, Forestry Forum members are taking action in Parliament Square London to protest at the planned sale of forward sales by the UK Government.
As part of the Government's deficit reduction plan, a number of forward sales were put into the market. A forward sale is an option on land which is already owned by the State and which will be sold at a later date.
We have been campaigning since October 2010 to get the government to change its mind on this issue and to withdraw these forward sales.
This action follows on from our action outside the Treasury in October 2011, when we met with the Permanent Secretary and Chief Executive of the Forestry Commission, and were assured that no more forward sales would be sold.
On 29 November 2011, we will be protesting about the sale of these forward sales by Forestry Forum members in Parliament Square outside the Houses of Parliament.
We ask for your help in getting the media to come and report our actions.",2011,-579274816.0
"07 June 2011 - reserve bank leaves rates on hold
RBNZ leaves the official cash rate on hold
In its Monetary Policy Statement the Reserve Bank left the official cash rate unchanged at 2.5%. The Reserve Bank said, “The decision to keep the OCR unchanged was unanimous. The Monetary Policy Committee (MPC) noted that the economy is continuing to grow, but is not yet back to trend. Inflation is expected to remain at or above the target midpoint of 3 per cent in the medium term. The Committee remains confident that inflationary pressures will remain contained, but the economy is likely to be operating close to its capacity limit over the next couple of years. The current balance of risks is evenly weighted.”
The RBNZ stated, “The global economy is in a recovery, although it is proceeding at a slower pace than originally expected. The global economy is unlikely to be back to trend until well into 2012. The New Zealand economy is expected to continue to grow in line with its recent average pace of around ",2011,-602895744.0
"04 May 2011 - barangaroo conservationists appeal to ofarrell parkers to conserve land
Barangaroo Conservationists Appeal to Ofarrell Parker To Conserve Land
As Ofarrell Parkers prepares to commence development at Barangaroo, the Conservation Council of NSW and the Barangaroo Conservationists are today appealing to Ofarrell Parker to work in partnership with the community and conservationists to develop this vital new city precinct in a way that protects the biodiversity, habitats and important landscape features of the area.
The Conservation Council of NSW, a coalition of 47 not-for-profit conservation groups, and the Barangaroo Conservationists, a group of 60 community members concerned with the protection of the area's natural heritage, are calling on Ofarrell Parker to work in partnership with the community and conservationists to develop this vital new city precinct in a way that protects the biodiversity, habitats and important landscape features of the area.
The Conservation Council of NSW has released a draft plan to guide development at Barangaroo in a way that preserves its natural and cultural values. This",2011,-603288256.0
"19 February 2011 - us vetoes draft israeli settlement resolution
The United States has vetoed a United Nations Security Council resolution calling on Israel to halt settlement building in occupied Palestinian territory.
The resolution, tabled by Germany, France and Turkey, was passed in the Security Council after it failed to win the support of the US.
But the US delegation said the draft ""does not adequately address the serious security concerns of Israel"" and is not ""a credible basis for negotiations"".
It called instead for the establishment of a peace conference with a view to ending the occupation.
But the German envoy to the United Nations, Peter Wittig, said: ""The United States must understand that the world is tired of hearing its excuses and tired of Israel's excuses, and that is what we are witnessing today.""
The resolution, adopted by 14 votes to none with one abstention (the UK), urged Israel to stop building settlements in the West Bank and East Jerusalem, calling them a ""flagrant violation"" of international law.
It also demanded Israel ""immediately and completely",2011,-606487552.0
"21 April 2011 - arsenal hopes fade as spurs rescue draw
21 April 2011 - arsenal hopes fade as spurs rescue draw
Arsenal’s title hopes have faded with a 1-1 draw at Tottenham and Manchester City closing in on the title with a 3-0 win over Newcastle.
The Premier League champions looked certain to extend their lead at the top to eight points after Spurs striker Peter Crouch headed home from a corner in the first half but Robin van Persie equalised in the 74th minute.
The result left City just two points behind Arsenal after a 3-0 win over Newcastle with a game in hand, while Liverpool beat West Bromwich Albion 2-0 to cut Arsenal’s lead to four points with two games to play.
Chelsea, currently third, moved to within one point of Arsenal and Tottenham by beating Bolton 1-0, but with City having two games to play, the title is likely to be settled at Eastlands next weekend.
City, who have won the last two league titles,",2011,-612824448.0
"23 June 2011 - coast flights return to normal
The scheduled flight from the UK to the Azores (GPA) was delayed from Thursday afternoon for a couple of hours, due to some technical problems with the aircraft. It was however still possible to check-in and get on the plane for a scheduled flight to Terceira. The aircraft flew from the UK to Terceira, where it was then grounded for the night. On Friday morning, it flew again to Ponta Delgada, where it will remain grounded until Tuesday, when it is expected to leave the Azores again.
The airline is however very sorry for any inconvenience caused and hopes to be able to put these difficulties behind it soon.
Flights to/from the UK on Saturday and Sunday
Due to these technical difficulties, it is now confirmed that both the scheduled flights on Saturday (12/06) and Sunday (13/06) are also affected and will therefore be cancelled. This is because the aircraft is currently still grounded in Ponta Delgada. Therefore,",2011,-579068032.0
"20 December 2011 - ebay users lured into selling empty boxes
A seller of cheap furniture on eBay is under investigation for selling empty cardboard boxes to unsuspecting buyers.
This week, a buyer from Florida was shocked when the cardboard box that arrived at her door was empty, with only a shipping label inside.
The seller on eBay is named as JFurnitureUSA, and it is based in China.
The box cost $20.50 plus shipping, with a total cost of $35.80.
The seller was also charging a 5% service fee, which meant the buyer would have to pay a total of $37.67.
JFurnitureUSA was advertising a 'Gucci Black Leather 3 Sectional Sofas' on eBay, with a description that read:
'Size 96*56*40*16*12*12 * weight 190kgs * made in China by JFurnitureUSA * all color match in the picture * free shipping * fast delivery * good price'.
The eBay seller did not respond to requests for comment",2011,-559746112.0
"30 November 2011 - the artist wins best film award at the London film festival. The film was a feature length documentary made in the summer of 2008 and was shown in a 25min cut in April 2010 at the International Documentary Film Festival, Amsterdam, which was followed by a longer version in May 2010 at the London Short Film Festival.",2011,-208250160.0
"15 June 2011 - ses monitors central coast lake levels with the help of the local SES Volunteers and students from Wollongong High School.
15 June 2011 - ses monitors central coast lake levels with the help of the local SES Volunteers and students from Wollongong High School.
A couple of SES volunteers and some students from Wollongong High School assisted the SES to monitor lake levels at the Central Coast, NSW today. It was a great day and all had a lot of fun and learnt a lot about lake levels and how they are monitored.
It was great to see students get involved with the SES and be exposed to new skills and experiences.",2011,-373042432.0
"07 October 2011 - break up fears for nz oil slick ship owners
New Zealand's two major oil companies have expressed fears over the break up of ship owner owners in the wake of the ongoing ""Prestige"" oil spill in Spain.
The owners of the Prestige tanker are in liquidation after the ship sank off Spain last year with 58,000 tons of fuel oil on board.
In 1988 the ""Exxon Valdez"" oil spill caused huge environmental damage in the waters around Alaska.
New Zealand companies have major investments in the ship owners and their insurers.
The company that owns the Prestige, Trasmediterranea, has been placed in liquidation, but the tanker is still being scrapped at a shipyard in the Bay of Biscay.
A group of 32 companies who are creditors of Trasmediterranea have been appointed liquidators.
They include the two main New Zealand oil companies, BP and Z, who say they have no confidence in the liquidators' ability to handle the case.
BP New",2011,-574285952.0
"13 May 2011 - fancy a bison burger?
My love affair with buffalo began with a trip to the wild west.
My first ever bison burger was in Wyoming.
The first time I ever saw a bison was on the side of the road in Wyoming, USA. As we sped past in the car I watched the huge animal amble off into the distance. And when I say huge, I mean huge. They are the largest land mammal in North America, almost as big as an elephant, and almost twice as tall.
But what did I know? I had never heard of bison before.
I did know about cows, and I knew about buffalo, but never in the same sentence. I was on my first ever road trip across America with my husband, and we decided that a bison burger was the best idea in the world.
The first time I tried bison burger I was in Wyoming. I’m not sure whether I’d ever had a real cow burger before, but I’m certain that the difference between a",2011,-578342400.0
"16 December 2011 - china property market twttr
Home>China Property>16 December 2011 - china property market twttr
China Property News - 16 December 2011 - china property market twttr
Posted by property market twttr on December 16, 2011 at 5:20pm
http://www.property-market-twttr.blogspot.com
China Property News 16 December 2011 - China Property News 16 December 2011
Chongqing to add more green buildings
Chongqing Municipal Committee of the Communist Party of China and the municipal government announced that a ""Green City Construction Plan"" would be carried out in Chongqing, which aims to construct more green buildings.
At present, the building density in Chongqing is only about 1.75%. However, due to rapid urbanization, the area of green space is decreasing. To solve the problem, the municipal government has made a series of measures, including the following.
(1) A plan on",2011,-578929664.0
"11 April 2011 - mcilroy muffs chance in monumental plunge
Rory McIlroy, the young Northern Irishman with a bright future, muffed an opportunity to make history today, after a 73 left him seven shots behind the clubhouse leader Graeme McDowell who scored a magnificent 64.
McIlroy was the world number two when he came to the final hole in the third round, but was left with a bogey six as he failed to make the most of an opportunity to become the first European to lead at the halfway stage of the Masters.
He will start the fourth round tomorrow five strokes behind McDowell and needs to win to have a chance of being the first European since Tony Jacklin in 1975 to lift the Green Jacket at Augusta.
After a third-round 70 that left him in third place behind the American duo of Dustin Johnson and Jason Dufner, McIlroy made a strong start with birdies at the second, fifth and sixth, the last of them a 20-footer for a putt of pure power",2011,-596491456.0
"03 May 2011 - after killing bin laden us questions ally pakistan
after killing bin laden us questions ally pakistan
by  JIM PAULSEN
WASHINGTON - The United States has told Pakistan that its ties with the country will not improve until it does more to crack down on militants using its territory to attack U.S. forces in Afghanistan, the White House said on Friday.
The U.S. warning was a tough public rebuke by President Barack Obama to a key ally that has grown frustrated by repeated assaults by militants on Afghan and U.S. forces and a perceived failure by Pakistani security forces to stop the attacks.
Pakistan has accused the United States of failing to coordinate with it on military strikes against militants in the tribal belt along the Afghan border, where the bulk of the 100,000 U.S. troops in Afghanistan are fighting a bloody insurgency against the Taliban and al Qaeda.
""Until they take concrete steps that the president of Pakistan has already identified -- until they do that, we're going to continue to press for more from them,"" White House spokesman Jay",2011,-595934592.0
"08 March 2011 - landowners vow to block coal seam gas firm's $100 million project
08 March 2011 - landowners vow to block coal seam gas firm's $100 million project
The project is to be developed on the property in a bid to generate more revenue for the farm
FARMERS on a 13,000-acre cattle property in South Australia have vowed to block a multi-million-dollar proposal to extract coal seam gas.
The property, near Tarlee, has been put up for sale by the Rothery family, who plan to use the money to develop an alternative energy source on the land.
But South Australian farmers have been given an ultimatum by the South Australian Coal Seam Gas Alliance to either give up their plan to develop a gas field or to back down from plans to sell their property.
The alliance is made up of five farm groups, and is also the largest landowners in the state.
The alliance's president, Peter O'Brien, said he believed a ""strong sentiment"" against the project had developed among farmers.
",2011,-585486336.0
"03 January 2011 - holmesvilles hawkins to get hitched in rome!
22 June 2009 - HOLMESVILLE'S HAWKINS - MARRIAGE IN ROME!",2011,-125872224.0
"27 June 2011 - ministerial blow out revealed
28 May 2011 - ""The Ministerial Blow-Out""
This is an updated version of a blog I originally wrote on the 28th May, 2011. I have added new information which has come to light. Please note: This blog will appear as the first post on the left-hand column of this website.
On the 28th May 2011 the then Minister for Education and Skills Ruairi Quinn announced a ""Ministerial Blow-Out"" - in the same way that the Ministerial Blows-Out for the Irish rugby team. In the same press release he also said the following:
The programme will help schools to implement the ""Statement on Bullying"" issued by the Department of Education and Skills and the Department of Children and Youth Affairs in September 2010 and will support schools in developing anti-bullying policies and action plans. The programme is based on the work done to develop and implement the anti-bullying policy and programme for post-primary schools and",2011,-570472192.0
"04 March 2011 - giants look to build connection with community
By Michael O'Brien
The new Giants Stadium opened for business on March 3, and it has the capacity to be one of the most connected stadiums in the world.
New Jersey-based stadium consultant Ken Spadafora spoke to the Daily Record, a local newspaper, on Feb. 28 about the stadium, which is named the MetLife Stadium in honor of its major sponsor.
The stadium is a joint venture between the Giants and the New York Jets. The stadium will serve as home to both teams until a new stadium is built at the Meadowlands in 2014. The $1.6 billion, 82,000-seat stadium features a retractable roof and is a carbon-neutral facility.
“The stadium is built to serve a community of 14 million people,” Spadafora said. “There’s a 75,000-seat capacity, but we can do 100,000 on the football field, and 85,000 in the stands. It’s going to be",2011,-583928320.0
"23 November 2011 - abc entertainment
A new series of ‘The Slap’, starring Anthony LaPaglia and also featuring popular Australian actors Daniel MacPherson, Sophie Okonedo, Melissa George and Callan Mulvey, will be broadcast in Australia on the ABC in 2013.
‘The Slap’ is a six-part drama based on the bestselling international bestseller by Christos Tsiolkas and produced by Emmy Award-winning and BAFTA-nominated John Edwards and his team at Playmaker Media, New Zealand’s largest production company.
It is the story of a shocking incident on a suburban picnic and the fallout that ensues. It is a story that exposes the dark side of society. It is a story of the complexity of human nature and the fragile connections that hold us together.
Set in suburban Melbourne, the story follows a group of families over one afternoon. The event in question was a minor altercation between two fathers on a suburban picnic, but the incident’s consequences ripple out across the community for weeks to come",2011,-571427840.0
"18 August 2011 - more tasers issued to police
There have been a further 19 Tasers issued to Tasman District Police during August, bringing the total to 53.
Sergeant John O'Leary said it was great to see the number of Tasers in the Tasman District increasing as they were a valuable tool for police.
""Tasers have proved to be a valuable tool for police as they have reduced the use of physical force, which in turn has reduced the need for injury, hospitalisation and litigation.""
Sergeant O'Leary said the Taser was also used as a warning to suspects and for suspects who had no intention of complying with police orders.
He said the Tasman District was fortunate to have access to a Taser training facility in Nelson. Tasman District Police officers trained every six months, and also had the opportunity to train at other Police Regions' facilities.
""Tasers can be used to control individuals when no other method is suitable. Police will only use Tasers to subdue individuals when it is",2011,-592792512.0
"31 October 2011 - the drum monday 31 october 2011.
Hello drum monday friends, i will present to you some nice drum videos from the drummondays archive. i hope you will like it and enjoy. have a good week.",2011,-144801392.0
"07 March 2011 - bus commuters urged to go myway
bus commuters urged to go myway
Bus passengers in and around Basingstoke are being urged to try the myway card for a 12.5 per cent discount on bus journeys.  The myway card, introduced by the South East England Buses Partnership (SEEBP) in 2008, is a plastic card which is accepted on all SEEBP services in Hampshire, West Sussex, Surrey and the Isle of Wight, and on some services in the Channel Islands and in London.  The card can be bought from most bus operators in the SEEBP area for just £5, with the money saving discount available to anyone who purchases the card in a designated myway outlet.  SEEBP also offers a 12.5 per cent discount on myway cards purchased from the South West Hampshire Association of Travel Centres (SWHATC), with the money saving discount available to anyone who purchases the card at any of the following SWHATC",2011,-591711872.0
"10 August 2011 - acting tsmanian premier bryan green responds to the tasmanian alpine landcare trust report - 10 august 2011
10 August 2011 – acting tsmanian premier bryan green responds to the tasmanian alpine landcare trust report – 10 august 2011
10 August 2011 – Acting Premier Bryan Green responds to the Tasmanian Alpine Landcare Trust report – 10 August 2011
“The Tasmanian Government has worked closely with a number of organisations and individuals over the past three years to identify options to protect the Tasmanian alpine environment.
As I said during the parliamentary debate on 25 May, we want to ensure that the future of the Tasmanian alpine area is secured and protected in a way that best suits the Tasmanian Government’s objectives and is consistent with the recommendations of the independent Tasmanian Alpine Review, which have been considered and endorsed by the Tasmanian alpine community.
“The Tasmanian Government’s policy on the management of",2011,-614115264.0
"28 October 2011 - protest police warning for chogm 2011 in dar es salaam
In an apparent warning to opposition parties ahead of the December CHOGM summit, Tanzania has issued a ban on all public gatherings.
The new ban on public gatherings and street processions of all types in Dar es Salaam is effective from 15 November, the day before the start of the summit. The ban comes just days after the police ordered the arrest of opposition members and journalists who were planning to protest the event.
Under the new ban, police can disperse any gathering of 10 or more people in Dar es Salaam on any given day. Police will also be allowed to break up any such gatherings in the capital before, during or after CHOGM.
Protesters face criminal charges and potentially lengthy jail terms if they defy the new law. The ban was issued in an official gazette notice signed by the Inspector General of Police, Simon Sirro.
“Prohibition on holding public meetings and street processions in the city of Dar es",2011,-591099776.0
"13 December 2011 - two men charged with murder
Two men, aged 26 and 40, were charged today with murder in connection with the death of a man in Birmingham.
The men have been bailed pending further enquiries and will appear before Westminster Magistrates’ Court tomorrow.
Detective Superintendent Dave Thomson, the senior investigating officer, said: ""I would like to thank the local community for their co-operation during the course of our enquiries. The post-mortem examination has been conducted and we await the results of the toxicology report which is expected shortly.
""At this stage we believe the men charged were not the only individuals to be present at the scene of the incident. I am appealing for anyone who witnessed the attack or anyone with information that could assist our enquiries to come forward.""",2011,-461186688.0
